Chromosome	gene	max_pvalue	phenotype	phenotype_number	log10
3	SORBI_3003G150800	8.44E-08	"Sum_Cer_Sum_MGDG,Sum_MGDG_Sum_TG"	2	7.073409809
3	SORBI_3003G153150	1.56E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.806081591
3	SORBI_3003G153200	1.56E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.806081591
3	SORBI_3003G153300	1.56E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.806081591
3	SORBI_3003G153800	9.14E-08	"Sum_Cer_Sum_LPE,Sum_DGDG_Sum_LPE"	2	7.038907765
3	SORBI_3003G153900	9.14E-08	"Sum_Cer_Sum_LPE,Sum_DGDG_Sum_LPE"	2	7.038907765
3	SORBI_3003G154600	2.65E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.576022015
3	SORBI_3003G157450	3.52E-10	"Sum_LPE_Sum_PC,Sum_MGDG_Sum_PC"	2	9.453642074
3	SORBI_3003G158500	3.26E-08	"Sum_FA_Sum_GalCer,TG_56_8_"	2	7.486369484
3	SORBI_3003G158600	3.26E-08	"Sum_PS_Sum_TG,TG_56_8_"	2	7.486369484
3	SORBI_3003G159500	1.59E-08	"TG_58_6_,TG_60_6_"	2	7.798349202
3	SORBI_3003G160100	8.05E-08	"SQDG_32_0_,Sum_FA_Sum_GalCer"	2	7.094158481
3	SORBI_3003G160600	6.16E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.210540851
3	SORBI_3003G160700	6.16E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.210540851
3	SORBI_3003G160800	6.16E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.210540851
3	SORBI_3003G161300	5.47E-08	"Sum_DGDG_Sum_PE,Sum_MGDG_Sum_PE"	2	7.261785661
3	SORBI_3003G161500	2.15E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.667827248
3	SORBI_3003G162500	7.99E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.097325723
3	SORBI_3003G162900	4.12E-08	"DGDG_36_5_,Sum_FA_Sum_GalCer"	2	7.384864725
3	SORBI_3003G163200	7.99E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.097325723
3	SORBI_3003G163700	7.46E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.127375001
3	SORBI_3003G163801	7.46E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.127375001
3	SORBI_3003G163900	7.46E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.127375001
3	SORBI_3003G164200	7.17E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.144709318
3	SORBI_3003G164300	7.22E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.141626686
3	SORBI_3003G164950	3.43E-08	"SQDG_32_0_,Sum_FA_Sum_GalCer"	2	7.465002137
3	SORBI_3003G165800	8.95E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.048272957
3	SORBI_3003G167500	4.77E-08	"Sum_AEG_Sum_LPE,Sum_DGDG_Sum_LPE"	2	7.321752206
3	SORBI_3003G167875	5.04E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.297449532
3	SORBI_3003G170366	7.81E-08	"Sum_AEG_Sum_Cer,Sum_Cer_Sum_PA"	2	7.10715544
3	SORBI_3003G170966	8.34E-08	"Sum_DGDG_Sum_LPE,Sum_MGDG_Sum_TG"	2	7.078643766
3	SORBI_3003G172500	9.26E-08	"Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	2	7.033341365
3	SORBI_3003G172600	9.26E-08	"Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	2	7.033341365
3	SORBI_3003G172701	9.26E-08	"Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	2	7.033341365
3	SORBI_3003G172800	9.26E-08	"Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	2	7.033341365
3	SORBI_3003G172850	9.26E-08	"Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	2	7.033341365
3	SORBI_3003G174301	4.72E-13	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	12.32647133
3	SORBI_3003G175900	4.58E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.338856871
3	SORBI_3003G176200	7.11E-10	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	9.148031518
3	SORBI_3003G176300	7.11E-10	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	9.148031518
3	SORBI_3003G176325	7.11E-10	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	9.148031518
3	SORBI_3003G176350	7.11E-10	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	9.148031518
3	SORBI_3003G176375	7.11E-10	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	9.148031518
3	SORBI_3003G176400	7.11E-10	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	9.148031518
3	SORBI_3003G176500	7.11E-10	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	9.148031518
3	SORBI_3003G177600	4.62E-08	"Sum_LPC_Sum_MG,Sum_LPE_Sum_MG"	2	7.335547294
3	SORBI_3003G177700	4.62E-08	"Sum_LPC_Sum_MG,Sum_LPE_Sum_MG"	2	7.335547294
3	SORBI_3003G178800	1.38E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.859969252
3	SORBI_3003G178900	3.80E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.420230118
3	SORBI_3003G182400	6.25E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	7.203929352
3	SORBI_3003G183850	1.04E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.984326375
3	SORBI_3003G183900	1.05E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.977192766
3	SORBI_3003G184600	3.24E-08	"TG_58_6_,TG_60_6_"	2	7.48946263
3	SORBI_3003G184699	3.51E-08	"Sum_FA_Sum_GalCer,TG_58_6_"	2	7.454098394
3	SORBI_3003G185300	7.79E-08	"Sum_AEG_Sum_PC,Sum_FA_Sum_GalCer"	2	7.108523593
3	SORBI_3003G185500	6.86E-08	"DG_38_3_,TG_58_6_"	2	7.163466321
3	SORBI_3003G185600	6.86E-08	"DG_38_3_,TG_58_6_"	2	7.163466321
3	SORBI_3003G186500	8.61E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.065054052
3	SORBI_3003G186600	8.61E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.065054052
3	SORBI_3003G188200	1.97E-08	"Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG"	2	7.704531205
3	SORBI_3003G188300	9.44E-08	"Sum_FA_Sum_LPC,Sum_MGDG_Sum_TG"	2	7.025034079
3	SORBI_3003G191400	2.28E-08	"Sum_FA_Sum_GalCer,Sum_LPE_Sum_MGDG"	2	7.642357638
3	SORBI_3003G191500	2.28E-08	"Sum_FA_Sum_GalCer,Sum_LPE_Sum_MGDG"	2	7.642357638
3	SORBI_3003G191600	2.28E-08	"Sum_FA_Sum_GalCer,Sum_LPE_Sum_MGDG"	2	7.642357638
3	SORBI_3003G191700	2.28E-08	"Sum_FA_Sum_GalCer,Sum_LPE_Sum_MGDG"	2	7.642357638
3	SORBI_3003G194600	2.01E-08	"DGTS_34_5_,Sum_Cer_Sum_GalCer"	2	7.69648644
3	SORBI_3003G196000	3.20E-08	"FA_22_0__amide,SQDG_32_0_"	2	7.495083654
3	SORBI_3003G196200	2.21E-08	"Sum_FA_Sum_GalCer,Sum_LPC_Sum_PE"	2	7.656133718
3	SORBI_3003G197600	6.44E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.191200461
3	SORBI_3003G197700	6.44E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.191200461
3	SORBI_3003G198900	6.56E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.183239051
3	SORBI_3003G203866	6.19E-08	"Sum_SQDG_Sum_TG,TG_56_8_"	2	7.208613183
3	SORBI_3003G203900	6.19E-08	"Sum_SQDG_Sum_TG,TG_56_8_"	2	7.208613183
3	SORBI_3003G204000	6.19E-08	"Sum_SQDG_Sum_TG,TG_56_8_"	2	7.208613183
3	SORBI_3003G204100	6.19E-08	"Sum_SQDG_Sum_TG,TG_56_8_"	2	7.208613183
3	SORBI_3003G206300	3.59E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.445308338
3	SORBI_3003G208700	9.10E-08	"Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	2	7.041118753
3	SORBI_3003G208800	9.10E-08	"Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	2	7.041118753
3	SORBI_3003G210400	3.05E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	7.516019663
3	SORBI_3003G210500	3.05E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	7.516019663
3	SORBI_3003G211266	4.99E-08	"Sum_DGDG_Sum_GalCer,Sum_LPC_Sum_LPE"	2	7.302044824
3	SORBI_3003G213300	2.83E-08	"Sum_DGDG_Sum_PC,Sum_MGDG_Sum_PC"	2	7.548489421
3	SORBI_3003G213400	2.83E-08	"Sum_DGDG_Sum_PC,Sum_MGDG_Sum_PC"	2	7.548489421
3	SORBI_3003G213500	2.83E-08	"Sum_DGDG_Sum_PC,Sum_MGDG_Sum_PC"	2	7.548489421
3	SORBI_3003G214600	2.45E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.611035688
3	SORBI_3003G217900	8.77E-08	"Sum_AEG_Sum_DGDG,Sum_DG_Sum_TG"	2	7.056902367
3	SORBI_3003G218700	2.16E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG"	2	7.665483723
3	SORBI_3003G218801	2.16E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG"	2	7.665483723
3	SORBI_3003G218900	2.16E-08	"Sum_DG_Sum_TG,Sum_DGDG_Sum_TG"	2	7.665483723
3	SORBI_3003G221500	9.17E-08	"Sum_AEG_Sum_Cer,TG_58_5_"	2	7.037619535
3	SORBI_3003G223700	8.99E-08	"Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	2	7.046234511
3	SORBI_3003G228600	8.65E-09	"FA_22_0__amide,Sum_FA_Sum_GalCer"	2	8.063232591
3	SORBI_3003G229600	7.31E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	7.136033493
3	SORBI_3003G230200	1.88E-08	"Sum_Cer_Sum_PA,Sum_DG_Sum_TG"	2	7.724902505
3	SORBI_3003G230300	1.88E-08	"Sum_Cer_Sum_PA,Sum_DG_Sum_TG"	2	7.724902505
3	SORBI_3003G230400	1.88E-08	"Sum_Cer_Sum_PA,Sum_DG_Sum_TG"	2	7.724902505
3	SORBI_3003G230500	1.88E-08	"Sum_Cer_Sum_PA,Sum_DG_Sum_TG"	2	7.724902505
3	SORBI_3003G232332	6.76E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.170153409
3	SORBI_3003G232400	6.76E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.170153409
3	SORBI_3003G232500	6.76E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.170153409
3	SORBI_3003G232600	6.76E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.170153409
3	SORBI_3003G232700	6.76E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.170153409
3	SORBI_3003G235800	2.68E-08	"Sum_Cer_Sum_PA,Sum_LPE_Sum_PE"	2	7.571425624
3	SORBI_3003G236800	1.54E-08	"FA_22_1_,Sum_AEG_Sum_Cer"	2	7.812229773
3	SORBI_3003G243100	2.03E-08	"Sum_FA_Sum_GalCer,Sum_SQDG_Sum_TG"	2	7.691509007
3	SORBI_3003G243200	3.83E-08	"PC_38_4_,Sum_SQDG_Sum_TG"	2	7.416708594
3	SORBI_3003G243300	3.83E-08	"PC_38_4_,Sum_SQDG_Sum_TG"	2	7.416708594
3	SORBI_3003G243400	3.83E-08	"PC_38_4_,Sum_SQDG_Sum_TG"	2	7.416708594
3	SORBI_3003G243500	3.83E-08	"PC_38_4_,Sum_FA_Sum_LPC"	2	7.416708594
3	SORBI_3003G247400	1.78E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG"	2	7.749394364
3	SORBI_3003G251800	3.18E-08	"Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC"	2	7.498156155
3	SORBI_3003G251900	3.18E-08	"Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC"	2	7.498156155
3	SORBI_3003G252000	3.18E-08	"Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC"	2	7.498156155
3	SORBI_3003G257200	2.95E-09	"Sum_FA_Sum_GalCer,TG_56_8_"	2	8.529928962
3	SORBI_3003G257400	2.95E-09	"Sum_FA_Sum_GalCer,TG_56_8_"	2	8.529928962
3	SORBI_3003G259500	6.12E-08	"Sum_DGDG_Sum_PE,Sum_SQDG_Sum_TG"	2	7.212970279
3	SORBI_3003G261000	9.99E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.000318107
3	SORBI_3003G262200	4.62E-08	"Sum_DGDG_Sum_GalCer,Sum_SQDG_Sum_TG"	2	7.3356231
3	SORBI_3003G268900	7.98E-08	"TG_56_8_,TG_56_9_"	2	7.097875763
3	SORBI_3003G269000	7.98E-08	"TG_56_8_,TG_56_9_"	2	7.097875763
3	SORBI_3003G282600	2.69E-09	"Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	2	8.570904178
3	SORBI_3003G282700	2.69E-09	"Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	2	8.570904178
3	SORBI_3003G282800	2.69E-09	"Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	2	8.570904178
3	SORBI_3003G282901	2.69E-09	"Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	2	8.570904178
3	SORBI_3003G283000	2.69E-09	"Sum_AEG_Sum_Cer,Sum_FA_Sum_GalCer"	2	8.570904178
3	SORBI_3003G283100	6.88E-08	"SQDG_32_0_,Sum_AEG_Sum_Cer"	2	7.162275803
3	SORBI_3003G283200	9.86E-08	"SQDG_32_0_,Sum_Cer_Sum_PA"	2	7.006101591
3	SORBI_3003G283250	9.86E-08	"SQDG_32_0_,Sum_Cer_Sum_PA"	2	7.006101591
3	SORBI_3003G283300	9.86E-08	"SQDG_32_0_,Sum_Cer_Sum_PA"	2	7.006101591
3	SORBI_3003G287000	8.96E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_PA"	2	7.047877381
3	SORBI_3003G287100	8.96E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_PA"	2	7.047877381
3	SORBI_3003G287200	8.96E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_PA"	2	7.047877381
3	SORBI_3003G287300	8.96E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_PA"	2	7.047877381
3	SORBI_3003G309300	1.87E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA"	2	7.727647527
3	SORBI_3003G309400	1.87E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA"	2	7.727647527
3	SORBI_3003G309500	1.87E-08	"Sum_AEG_Sum_PA,Sum_DG_Sum_PA"	2	7.727647527
3	SORBI_3003G313800	3.00E-08	"Sum_DGDG_Sum_PA,Sum_LPE_Sum_PA"	2	7.522918123
3	SORBI_3003G316200	6.20E-08	"Sum_AEG_Sum_DGDG,TG_48_4_"	2	7.207643896
3	SORBI_3003G319600	2.59E-08	"Sum_Cer_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.587029519
3	SORBI_3003G320900	4.28E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.368054748
3	SORBI_3003G321000	4.28E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.368054748
3	SORBI_3003G321101	4.28E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.368054748
3	SORBI_3003G321200	7.07E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.150627151
3	SORBI_3003G328200	1.90E-08	"Sum_LPC_Sum_PS,Sum_PA_Sum_PS"	2	7.721960142
3	SORBI_3003G328300	1.90E-08	"Sum_LPC_Sum_PS,Sum_PA_Sum_PS"	2	7.721960142
3	SORBI_3003G328400	1.90E-08	"Sum_LPC_Sum_PS,Sum_PA_Sum_PS"	2	7.721960142
3	SORBI_3003G328500	1.90E-08	"Sum_LPC_Sum_PS,Sum_PA_Sum_PS"	2	7.721960142
3	SORBI_3003G340200	3.24E-08	"Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	2	7.489071666
3	SORBI_3003G340300	3.24E-08	"Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	2	7.489071666
3	SORBI_3003G347400	1.09E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_GalCer"	2	7.964100597
3	SORBI_3003G347440	1.09E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_GalCer"	2	7.964100597
3	SORBI_3003G347480	1.09E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_GalCer"	2	7.964100597
3	SORBI_3003G347520	1.09E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_GalCer"	2	7.964100597
3	SORBI_3003G347560	1.09E-08	"Sum_Cer_Sum_PA,Sum_FA_Sum_GalCer"	2	7.964100597
3	SORBI_3003G350900	5.08E-08	"Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	2	7.294338008
3	SORBI_3003G351000	5.08E-08	"Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	2	7.294338008
3	SORBI_3003G351100	5.08E-08	"Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	2	7.294338008
3	SORBI_3003G351150	5.08E-08	"Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	2	7.294338008
3	SORBI_3003G351200	5.08E-08	"Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	2	7.294338008
3	SORBI_3003G351300	5.08E-08	"Sum_DG_Sum_PA,Sum_DGDG_Sum_PA"	2	7.294338008
3	SORBI_3003G356700	8.59E-09	"FA_22_0__amide,FA_22_1_"	2	8.065926254
3	SORBI_3003G359200	4.53E-12	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	11.3438762
3	SORBI_3003G359300	2.44E-12	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	11.61223798
3	SORBI_3003G359350	2.34E-12	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	11.630835
3	SORBI_3003G359400	2.34E-12	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	11.630835
3	SORBI_3003G359500	2.34E-12	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	11.630835
3	SORBI_3003G359600	2.34E-12	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	11.630835
3	SORBI_3003G359800	4.53E-12	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	11.3438762
3	SORBI_3003G359900	1.17E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.930645344
3	SORBI_3003G360000	1.12E-11	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	10.94935464
3	SORBI_3003G360100	1.12E-11	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	10.94935464
3	SORBI_3003G360200	1.12E-11	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	10.94935464
3	SORBI_3003G360400	3.03E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.518407329
3	SORBI_3003G360500	3.03E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.518407329
3	SORBI_3003G360600	3.03E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.518407329
3	SORBI_3003G360700	3.03E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.518407329
3	SORBI_3003G360800	1.37E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.861922878
3	SORBI_3003G360900	1.37E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.861922878
3	SORBI_3003G361000	1.37E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.861922878
3	SORBI_3003G361100	2.89E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.539637014
3	SORBI_3003G361150	2.89E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.539637014
3	SORBI_3003G361200	2.89E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.539637014
3	SORBI_3003G364200	8.33E-08	"TG_50_4_,TG_50_5_"	2	7.079430863
3	SORBI_3003G364800	6.27E-08	"FA_22_1_,PC_38_2_"	2	7.203070329
3	SORBI_3003G365400	8.56E-08	"FA_22_0__amide,TG_50_5_"	2	7.067686538
3	SORBI_3003G365450	8.56E-08	"FA_22_0__amide,TG_50_5_"	2	7.067686538
3	SORBI_3003G365600	8.56E-08	"FA_22_0__amide,TG_50_5_"	2	7.067686538
3	SORBI_3003G375800	3.07E-08	"Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG"	2	7.512833474
3	SORBI_3003G375900	3.07E-08	"Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG"	2	7.512833474
3	SORBI_3003G376100	2.86E-08	"DGTS_34_5_,Sum_AEG_Sum_PA"	2	7.542958906
3	SORBI_3003G376200	2.86E-08	"DGTS_34_5_,Sum_AEG_Sum_PA"	2	7.542958906
3	SORBI_3003G376300	2.86E-08	"DGTS_34_5_,Sum_AEG_Sum_PA"	2	7.542958906
3	SORBI_3003G378500	7.42E-08	"FA_22_1_,Sum_FA_Sum_GalCer"	2	7.129748827
3	SORBI_3003G378600	7.42E-08	"FA_22_1_,Sum_FA_Sum_GalCer"	2	7.129748827
3	SORBI_3003G379400	3.17E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.499509666
3	SORBI_3003G379450	3.17E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.499509666
3	SORBI_3003G384900	6.11E-08	"FA_22_1_,Sum_LPC_Sum_PE"	2	7.214015159
3	SORBI_3003G385201	5.57E-08	"FA_22_1_,Sum_AEG_Sum_PA"	2	7.254155409
3	SORBI_3003G386100	9.01E-08	"TG_58_6_,TG_60_6_"	2	7.045453735
3	SORBI_3003G389900	2.73E-09	"Sum_AEG_Sum_DG,Sum_Cer_Sum_DG"	2	8.563426161
3	SORBI_3003G392700	8.57E-08	"Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	2	7.066806897
3	SORBI_3003G395400	9.81E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.008502929
3	SORBI_3003G395450	9.81E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.008502929
3	SORBI_3003G395500	9.81E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.008502929
3	SORBI_3003G395600	9.81E-10	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	9.008502929
3	SORBI_3003G395700	1.20E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.919221681
3	SORBI_3003G395800	1.20E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.919221681
3	SORBI_3003G395900	1.20E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.919221681
3	SORBI_3003G396000	1.20E-09	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	8.919221681
3	SORBI_3003G400700	5.07E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.295166222
3	SORBI_3003G401100	3.61E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.441970035
3	SORBI_3003G401200	3.61E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.441970035
3	SORBI_3003G401300	3.61E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.441970035
3	SORBI_3003G401400	3.61E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.441970035
3	SORBI_3003G401500	3.61E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.441970035
3	SORBI_3003G401600	3.61E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.441970035
3	SORBI_3003G401700	3.61E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.441970035
3	SORBI_3003G402100	4.77E-08	"Sum_AEG_Sum_Cer,Sum_AEG_Sum_PG"	2	7.321265984
3	SORBI_3003G402200	4.77E-08	"Sum_AEG_Sum_Cer,Sum_AEG_Sum_PG"	2	7.321265984
3	SORBI_3003G403000	4.26E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.370648413
3	SORBI_3003G403300	4.26E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.370648413
3	SORBI_3003G403400	4.26E-08	"Sum_DG_Sum_TG,Sum_MGDG_Sum_TG"	2	7.370648413
3	SORBI_3003G406600	3.37E-08	"FA_22_1_,Sum_DGDG_Sum_GalCer"	2	7.47237796
3	SORBI_3003G406700	3.37E-08	"FA_22_1_,Sum_DGDG_Sum_GalCer"	2	7.47237796
3	SORBI_3003G406800	3.37E-08	"FA_22_1_,Sum_DGDG_Sum_GalCer"	2	7.47237796
3	SORBI_3003G406850	3.37E-08	"FA_22_1_,Sum_DGDG_Sum_GalCer"	2	7.47237796
3	SORBI_3003G407500	8.71E-08	"Sum_FA_Sum_GalCer,Sum_MGDG_Sum_TG"	2	7.060111006
3	SORBI_3003G407600	8.71E-08	"Sum_FA_Sum_GalCer,Sum_MGDG_Sum_TG"	2	7.060111006
3	SORBI_3003G408200	4.55E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.342327867
3	SORBI_3003G408300	4.55E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.342327867
3	SORBI_3003G408400	4.55E-08	"Sum_AEG_Sum_GalCer,Sum_DGDG_Sum_GalCer"	2	7.342327867
