Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number			Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
6	SORBI_3006G243100	TG(12:0_18:2_18:3);TG(14:0_18:3_18:3)	93;187	SNP_58308515;SNP_58306612	7.398185e-08;7.440382e-11	2			3	SORBI_3003G107300	PC(18:2_20:4)	22	SNP_9702356	5.71E-09	1
6	SORBI_3006G243200	TG(12:0_18:2_18:3);TG(14:0_18:3_18:3)	47;73	SNP_58329634;SNP_58327888	7.398185e-08;1.354201e-11	2			3	SORBI_3003G107400	PC(18:2_20:4)	27	SNP_9707808	2.52E-09	1
6	SORBI_3006G244100	TG(12:0_18:2_18:3);TG(14:0_18:3_18:3)	37;30	SNP_58403810;SNP_58403810	1.504225e-09;5.941327e-10	2			3	SORBI_3003G107500	PC(18:2_20:4)	46	SNP_9707832	2.52E-09	1
6	SORBI_3006G244200	TG(12:0_18:2_18:3);TG(14:0_18:3_18:3)	28;17	SNP_58407318;SNP_58407318	1.504225e-09;5.941327e-10	2			3	SORBI_3003G107600	PC(18:2_20:4)	29	SNP_9727557	2.52E-09	1
6	SORBI_3006G244300	TG(12:0_18:2_18:3);TG(14:0_18:3_18:3)	28;16	SNP_58411163;SNP_58409884	1.504225e-09;5.941327e-10	2			3	SORBI_3003G107700	PC(18:2_20:4)	98	SNP_9727557	2.33E-09	1
6	SORBI_3006G247900	PC(18:1_20:4);PC(18:2_20:4)	26;9	SNP_58732610;SNP_58732610	4.440129e-09;3.403373e-10	2			3	SORBI_3003G107800	PC(18:2_20:4)	128	SNP_9745911	2.51E-10	1
6	SORBI_3006G248000	PC(18:1_20:4);PC(18:2_20:4)	8;8	SNP_58761628;SNP_58761628	4.440129e-09;3.403373e-10	2			3	SORBI_3003G108000	PC(18:2_20:4)	43	SNP_9772594	2.93E-08	1
6	SORBI_3006G248100	PC(18:1_20:4);PC(18:2_20:4)	8;9	SNP_58761628;SNP_58761628	4.440129e-09;3.403373e-10	2			3	SORBI_3003G108050	PC(18:2_20:4)	44	SNP_9772594	2.93E-08	1
6	SORBI_3006G248200	PC(18:1_20:4);PC(18:2_20:4)	8;9	SNP_58761628;SNP_58761628	4.440129e-09;3.403373e-10	2			3	SORBI_3003G108100	PC(18:2_20:4)	35	SNP_9772821	2.93E-08	1
6	SORBI_3006G248300	PC(18:1_20:4);PC(18:2_20:4)	9;15	SNP_58761628;SNP_58761628	4.440129e-09;3.403373e-10	2			3	SORBI_3003G108200	PC(18:2_20:4)	42	SNP_9774810	2.93E-08	1
6	SORBI_3006G248350	PC(18:1_20:4);PC(18:2_20:4)	9;15	SNP_58761628;SNP_58761628	4.440129e-09;3.403373e-10	2			3	SORBI_3003G108300	PC(18:2_20:4)	45	SNP_9777104	2.93E-08	1
6	SORBI_3006G260700	PC(14:0_18:0);PC(16:0_16:0)	149;150	SNP_59572536;SNP_59572536	7.51841e-08;2.982309e-08	2			3	SORBI_3003G114900	PC(18:2_20:4)	10	SNP_10363446	4.14E-08	1
6	SORBI_3006G260800	PC(14:0_18:0);PC(16:0_16:0)	150;151	SNP_59572536;SNP_59572536	7.51841e-08;2.982309e-08	2			3	SORBI_3003G115000	PC(18:2_20:4)	10	SNP_10363446	4.14E-08	1
6	SORBI_3006G260900	PC(14:0_18:0);PC(16:0_16:0)	161;163	SNP_59575780;SNP_59575780	7.51841e-08;2.982309e-08	2			3	SORBI_3003G115100	PC(18:2_20:4)	11	SNP_10372747	4.14E-08	1
6	SORBI_3006G261000	PC(14:0_18:0);PC(16:0_16:0)	166;167	SNP_59577396;SNP_59577396	7.51841e-08;2.982309e-08	2			3	SORBI_3003G115200	PC(18:2_20:4)	6	SNP_10380361	4.14E-08	1
6	SORBI_3006G261100	PC(14:0_18:0);PC(16:0_16:0)	178;179	SNP_59580930;SNP_59580930	7.51841e-08;2.982309e-08	2			3	SORBI_3003G131800	PC(18:2_20:4)	9	SNP_12362659	8.83E-09	1
7	SORBI_3007G007400	PC(18:1_20:4);PC(18:2_20:4)	116;124	SNP_656557;SNP_656557	6.915418e-08;3.365721e-09	2			3	SORBI_3003G131900	PC(18:2_20:4)	11	SNP_12383656	8.83E-09	1
7	SORBI_3007G007600	PC(18:1_20:4);PC(18:2_20:4)	127;128	SNP_672182;SNP_672182	6.915418e-08;3.365721e-09	2			3	SORBI_3003G132000	PC(18:2_20:4)	19	SNP_12383656	8.83E-09	1
7	SORBI_3007G010900	PC(18:2_20:4);TG(18:1_18:2_18:2)	13;199	SNP_953201;SNP_953201	1.207941e-08;6.600385e-08	2			3	SORBI_3003G132400	PC(18:2_20:4)	6	SNP_12452260	6.38E-10	1
7	SORBI_3007G011000	PC(18:1_20:4);PC(18:2_20:4)	18;17	SNP_981200;SNP_981200	2.354532e-08;4.616327e-10	2			3	SORBI_3003G132500	PC(18:2_20:4)	8	SNP_12455363	6.38E-10	1
7	SORBI_3007G039600	PC(16:1_20:5);PC(18:2_20:4)	3;8	SNP_3816525;SNP_3814338	2.081167e-13;6.985571e-08	2			3	SORBI_3003G132600	PC(18:2_20:4)	15	SNP_12461483	6.38E-10	1
7	SORBI_3007G089900	PC(18:1_20:4);PC(18:2_20:4)	59;61	SNP_12672940;SNP_12672940	1.898327e-08;3.996167e-10	2			3	SORBI_3003G145400	PC(18:2_20:4)	67	SNP_14949456	2.05E-08	1
7	SORBI_3007G090400	MGDG(16:0_18:1);SQDG(16:0_18:1)	32;12	SNP_12930836;SNP_12932070	1.307654e-08;1.366496e-09	2			3	SORBI_3003G145500	PC(18:2_20:4)	32	SNP_14956337	2.05E-08	1
7	SORBI_3007G110800	PC(18:2_20:4);SQDG(16:0_18:1)	10;4	SNP_40197936;SNP_40197931	7.333356e-09;8.613196e-08	2			3	SORBI_3003G145600	PC(18:2_20:4)	39	SNP_14956337	2.05E-08	1
7	SORBI_3007G110900	PC(18:2_20:4);SQDG(16:0_18:1)	10;6	SNP_40216680;SNP_40220740	7.333356e-09;8.613196e-08	2			3	SORBI_3003G145700	PC(18:2_20:4)	44	SNP_14960172	2.05E-08	1
7	SORBI_3007G113800	TG(14:0_14:0_16:1);TG(14:0_16:0_18:1)	25;20	SNP_45915476;SNP_45914597	8.517081e-09;1.962757e-08	2			3	SORBI_3003G145800	PC(18:2_20:4)	37	SNP_14979988	4.20E-08	1
7	SORBI_3007G126800	TG(16:1_20:1_20:2);TG(18:2_18:2_22:1)	90;87	SNP_54039972;SNP_54039972	5.521338e-08;8.555254e-08	2			3	SORBI_3003G145900	PC(18:2_20:4)	67	SNP_14992215	4.20E-08	1
7	SORBI_3007G145700	PC(14:0_18:3);PC(16:2_16:1)	2;10	SNP_57571232;SNP_57556770	2.820641e-19;2.095074e-09	2			3	SORBI_3003G146000	PC(18:2_20:4)	87	SNP_15012253	1.78E-10	1
7	SORBI_3007G145801	PC(14:0_18:3);PC(16:2_16:1)	2;2	SNP_57571232;SNP_57571232	2.820641e-19;2.095074e-09	2			3	SORBI_3003G146100	PC(18:2_20:4)	64	SNP_15021118	1.78E-10	1
7	SORBI_3007G145901	PC(14:0_18:3);PC(16:2_16:1)	2;2	SNP_57571232;SNP_57571232	2.820641e-19;2.095074e-09	2			3	SORBI_3003G146200	PC(18:2_20:4)	51	SNP_15025908	1.78E-10	1
7	SORBI_3007G146001	PC(14:0_18:3);PC(16:2_16:1)	2;2	SNP_57571232;SNP_57571232	2.820641e-19;2.095074e-09	2			3	SORBI_3003G146300	PC(18:2_20:4)	46	SNP_15027918	1.78E-10	1
7	SORBI_3007G146100	PC(14:0_18:3);PC(16:2_16:1)	2;3	SNP_57571232;SNP_57571232	2.820641e-19;2.095074e-09	2			3	SORBI_3003G146400	PC(18:2_20:4)	18	SNP_15041970	1.08E-08	1
7	SORBI_3007G149700	TG(18:2_18:3_22:1);TG(8:0_10:0_10:0)	11;45	SNP_58080616;SNP_58079543	4.423905e-08;4.719949e-08	2			3	SORBI_3003G146450	PC(18:2_20:4)	15	SNP_15042869	1.08E-08	1
7	SORBI_3007G149750	TG(18:2_18:3_22:1);TG(8:0_10:0_10:0)	8;20	SNP_58083829;SNP_58083770	4.423905e-08;4.719949e-08	2			3	SORBI_3003G149300	PC(18:2_20:4)	29	SNP_15748598	4.21E-08	1
7	SORBI_3007G160050	TG(18:1_18:2_22:0);TG(18:2_18:3_20:1)	14;33	SNP_59425621;SNP_59425621	6.265809e-08;1.058705e-08	2			3	SORBI_3003G149400	PC(18:2_20:4)	34	SNP_15752683	4.21E-08	1
7	SORBI_3007G182400	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	36;53	SNP_61561319;SNP_61544008	9.052155e-10;2.576647e-14	2			3	SORBI_3003G149500	PC(18:2_20:4)	29	SNP_15760120	4.21E-08	1
7	SORBI_3007G182500	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	36;50	SNP_61561319;SNP_61561319	9.052155e-10;2.576647e-14	2			3	SORBI_3003G149600	PC(18:2_20:4)	27	SNP_15764242	4.21E-08	1
7	SORBI_3007G184700	TG(16:1_20:1_20:2);TG(18:2_18:3_20:1)	1;1	SNP_61797260;SNP_61797260	7.655665e-08;2.944887e-08	2			3	SORBI_3003G149700	PC(18:2_20:4)	20	SNP_15772512	4.21E-08	1
7	SORBI_3007G184800	TG(16:1_20:1_20:2);TG(18:2_18:3_20:1)	1;1	SNP_61797260;SNP_61797260	7.655665e-08;2.944887e-08	2			3	SORBI_3003G153100	PC(18:2_20:4)	3	SNP_16329811	9.96E-08	1
7	SORBI_3007G210500	TG(18:2_20:3_22:0);TG(8:0_10:0_10:0)	4;12	SNP_63927726;SNP_63923406	4.049429e-10;4.018142e-08	2			3	SORBI_3003G156800	PC(18:2_20:4)	6	SNP_17360689	2.84E-08	1
7	SORBI_3007G212700	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	3;3	SNP_64130276;SNP_64130276	2.355985e-09;7.267053e-16	2			3	SORBI_3003G156900	PC(18:2_20:4)	6	SNP_17360689	2.84E-08	1
7	SORBI_3007G212800	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	3;3	SNP_64130276;SNP_64130276	2.355985e-09;7.267053e-16	2			3	SORBI_3003G170400	PC(18:2_20:4)	29	SNP_30908583	8.12E-08	1
7	SORBI_3007G218200	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	29;17	SNP_64638312;SNP_64638312	3.244483e-08;3.908609e-08	2			3	SORBI_3003G198300	PC(18:2_20:4)	7	SNP_52428038	7.37E-10	1
7	SORBI_3007G218300	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	45;37	SNP_64656381;SNP_64656381	3.244483e-08;3.908609e-08	2			3	SORBI_3003G198400	PC(18:2_20:4)	40	SNP_52428038	1.22E-10	1
7	SORBI_3007G218400	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	39;33	SNP_64658807;SNP_64658807	3.244483e-08;3.908609e-08	2			3	SORBI_3003G198800	PC(18:2_20:4)	56	SNP_52452050	1.44E-10	1
7	SORBI_3007G220200	TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	28;42	SNP_64843593;SNP_64843593	1.61631e-08;4.661796e-08	2			3	SORBI_3003G200000	PC(18:2_20:4)	107	SNP_52759649	4.05E-11	1
7	SORBI_3007G220300	TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	46;58	SNP_64843593;SNP_64843593	1.61631e-08;4.661796e-08	2			3	SORBI_3003G200100	PC(18:2_20:4)	119	SNP_52763136	4.05E-11	1
7	SORBI_3007G220400	TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	50;67	SNP_64846213;SNP_64846213	1.61631e-08;4.661796e-08	2			3	SORBI_3003G200200	PC(18:2_20:4)	147	SNP_52775065	4.05E-11	1
7	SORBI_3007G220500	TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	41;47	SNP_64862229;SNP_64862229	1.61631e-08;4.661796e-08	2			3	SORBI_3003G202000	PC(18:2_20:4)	15	SNP_53157810	6.61E-09	1
8	SORBI_3008G053000	PC(18:1_20:4);PC(18:2_20:4)	103;314	SNP_5344751;SNP_5344751	2.579185e-09;3.255164e-10	2			3	SORBI_3003G224200	PC(18:2_20:4)	45	SNP_56010460	1.95E-08	1
8	SORBI_3008G053101	PC(18:1_20:4);PC(18:2_20:4)	32;98	SNP_5362560;SNP_5357826	2.579185e-09;3.255164e-10	2			3	SORBI_3003G224300	PC(18:2_20:4)	35	SNP_56017801	1.95E-08	1
8	SORBI_3008G053200	PC(18:1_20:4);PC(18:2_20:4)	32;97	SNP_5362560;SNP_5362955	2.579185e-09;3.255164e-10	2			3	SORBI_3003G224400	PC(18:2_20:4)	34	SNP_56024390	1.95E-08	1
8	SORBI_3008G053300	PC(18:1_20:4);PC(18:2_20:4)	32;70	SNP_5367907;SNP_5365906	2.579185e-09;3.255164e-10	2			3	SORBI_3003G229600	PC(18:2_20:4)	93	SNP_56897262	3.26E-08	1
8	SORBI_3008G065300	PC(18:0_20:2);TG(10:0_10:0_10:0)	110;25	SNP_7246240;SNP_7246135	4.454788e-08;1.457308e-08	2			3	SORBI_3003G229650	PC(18:2_20:4)	94	SNP_56902051	3.26E-08	1
8	SORBI_3008G065600	TG(18:0_18:2_20:1);TG(18:1_18:2_18:3)	5;5	SNP_7327639;SNP_7327639	5.928837e-08;5.928854e-08	2			3	SORBI_3003G231700	PC(18:2_20:4)	164	SNP_57096961	7.73E-10	1
8	SORBI_3008G074200	DGDG(18:2_18:3);SQDG(18:3_18:3)	6;7	SNP_10686955;SNP_10686955	3.75185e-10;1.710699e-09	2			3	SORBI_3003G231800	PC(18:2_20:4)	150	SNP_57110441	3.11E-10	1
8	SORBI_3008G084000	DG(8:0_8:0);TG(10:0_10:0_14:0)	20;26	SNP_16032027;SNP_16032128	2.256333e-09;3.114576e-09	2			3	SORBI_3003G231900	PC(18:2_20:4)	161	SNP_57113247	3.11E-10	1
8	SORBI_3008G085400	PC(18:2_20:4);TG(18:1_18:2_18:2)	12;16	SNP_16862461;SNP_16862461	3.20423e-08;8.071384e-08	2			3	SORBI_3003G232900	PC(18:2_20:4)	12	SNP_57189090	2.19E-08	1
8	SORBI_3008G088200	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	82;79	SNP_18769278;SNP_18769278	3.118262e-10;5.872519e-10	2			3	SORBI_3003G233000	PC(18:2_20:4)	44	SNP_57200930	2.89E-10	1
8	SORBI_3008G088300	TG(12:0_18:1_18:3);TG(12:0_18:2_18:3)	117;119	SNP_18786836;SNP_18786836	3.118262e-10;5.872519e-10	2			3	SORBI_3003G233100	PC(18:2_20:4)	46	SNP_57200930	2.89E-10	1
8	SORBI_3008G089800	PC(18:2_20:4);TG(18:1_18:2_18:2)	32;40	SNP_32883249;SNP_32891076	2.018633e-08;3.419316e-08	2			3	SORBI_3003G233200	PC(18:2_20:4)	44	SNP_57206249	2.89E-10	1
8	SORBI_3008G091100	TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	20;12	SNP_36996033;SNP_36996033	1.197646e-09;6.263389e-08	2			3	SORBI_3003G233266	PC(18:2_20:4)	44	SNP_57206249	2.89E-10	1
8	SORBI_3008G098164	MGDG(16:0_18:1);PC(18:2_20:4)	9;77	SNP_46665754;SNP_46657114	4.655826e-08;8.760717e-13	2			3	SORBI_3003G233300	PC(18:2_20:4)	45	SNP_57203899	2.89E-10	1
8	SORBI_3008G098230	PC(16:1_20:5);TG(18:2_18:3_20:1)	9;11	SNP_46701899;SNP_46690244	6.939107e-17;4.562166e-08	2			3	SORBI_3003G234101	PC(18:2_20:4)	11	SNP_57297344	1.01E-09	1
8	SORBI_3008G098300	PC(16:1_20:5);TG(18:2_18:3_20:1)	14;17	SNP_46701899;SNP_46690244	6.939107e-17;4.562166e-08	2			3	SORBI_3003G234200	PC(18:2_20:4)	35	SNP_57297344	1.01E-09	1
8	SORBI_3008G099100	PC(18:2_20:4);TG(14:0_18:2_18:3)	16;81	SNP_47065469;SNP_47065243	3.784357e-08;3.144608e-09	2			3	SORBI_3003G234300	PC(18:2_20:4)	34	SNP_57299315	1.01E-09	1
8	SORBI_3008G100700	PC(18:1_20:4);PC(18:2_20:4)	23;209	SNP_47683998;SNP_47683429	4.065154e-08;2.314257e-09	2			3	SORBI_3003G234400	PC(18:2_20:4)	38	SNP_57299315	1.01E-09	1
8	SORBI_3008G100950	PC(18:2_20:4);TG(14:0_18:2_18:3)	420;435	SNP_47759156;SNP_47759156	7.332489e-10;2.083498e-08	2			3	SORBI_3003G234500	PC(18:2_20:4)	42	SNP_57308908	1.01E-09	1
8	SORBI_3008G101000	PC(18:2_20:4);TG(14:0_18:2_18:3)	550;578	SNP_47760058;SNP_47759984	7.332489e-10;3.953196e-09	2			3	SORBI_3003G254700	PC(18:2_20:4)	12	SNP_59283252	5.79E-08	1
8	SORBI_3008G101100	PC(18:2_20:4);TG(14:0_18:2_18:3)	531;554	SNP_47772938;SNP_47772938	2.269739e-10;5.656235e-10	2			3	SORBI_3003G254800	PC(18:2_20:4)	19	SNP_59303100	5.79E-08	1
8	SORBI_3008G101800	MGDG(16:0_18:1);SQDG(16:0_18:1)	62;64	SNP_48437451;SNP_48437451	5.569e-08;2.258659e-08	2			3	SORBI_3003G254850	PC(18:2_20:4)	18	SNP_59304506	5.79E-08	1
8	SORBI_3008G101850	MGDG(16:0_18:1);SQDG(16:0_18:1)	43;39	SNP_48442416;SNP_48442416	5.569e-08;2.258659e-08	2			3	SORBI_3003G255200	PC(18:2_20:4)	51	SNP_59330140	9.63E-09	1
8	SORBI_3008G101900	MGDG(16:0_18:1);SQDG(16:0_18:1)	27;16	SNP_48447574;SNP_48447509	5.569e-08;2.258659e-08	2			3	SORBI_3003G255266	PC(18:2_20:4)	82	SNP_59337092	9.63E-09	1
8	SORBI_3008G105500	PC(18:2_20:4);TG(14:0_18:3_18:3)	76;41	SNP_49748152;SNP_49748223	8.870025e-11;6.217238e-09	2			3	SORBI_3003G255332	PC(18:2_20:4)	82	SNP_59337092	9.63E-09	1
8	SORBI_3008G106800	PC(18:2_20:4);TG(18:1_18:2_18:2)	268;269	SNP_50197605;SNP_50197605	8.940573e-10;5.62796e-09	2			3	SORBI_3003G255400	PC(18:2_20:4)	84	SNP_59338078	9.63E-09	1
8	SORBI_3008G108100	PC(18:2_20:4);SM(d18:1_17:0)	82;4	SNP_50614592;SNP_50626798	4.087677e-08;3.05703e-08	2			3	SORBI_3003G255500	PC(18:2_20:4)	80	SNP_59345227	9.63E-09	1
8	SORBI_3008G108200	PC(18:2_20:4);SM(d18:1_17:0)	36;4	SNP_50616292;SNP_50626798	4.087677e-08;3.05703e-08	2			3	SORBI_3003G265200	PC(18:2_20:4)	91	SNP_60200469	3.37E-09	1
8	SORBI_3008G123900	TG(16:1_20:1_20:2);TG(18:1_18:2_22:0)	97;90	SNP_54709797;SNP_54709792	5.560818e-09;6.726108e-09	2			3	SORBI_3003G265900	PC(18:2_20:4)	304	SNP_60266972	9.95E-08	1
8	SORBI_3008G124600	TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	3;4	SNP_54802745;SNP_54808639	4.654494e-08;6.992302e-08	2			3	SORBI_3003G266001	PC(18:2_20:4)	301	SNP_60279929	9.95E-08	1
8	SORBI_3008G124700	TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	6;10	SNP_54802745;SNP_54808639	4.654494e-08;6.992302e-08	2			3	SORBI_3003G266100	PC(18:2_20:4)	251	SNP_60280972	8.54E-08	1
8	SORBI_3008G124733	TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	6;10	SNP_54802745;SNP_54808639	4.654494e-08;6.992302e-08	2			3	SORBI_3003G268500	PC(18:2_20:4)	22	SNP_60513325	5.64E-08	1
8	SORBI_3008G124766	TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	16;20	SNP_54802745;SNP_54808639	4.654494e-08;6.992302e-08	2			3	SORBI_3003G268600	PC(18:2_20:4)	24	SNP_60513325	5.64E-08	1
8	SORBI_3008G124800	TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	16;24	SNP_54808922;SNP_54808639	4.654494e-08;6.992302e-08	2			3	SORBI_3003G268650	PC(18:2_20:4)	19	SNP_60521973	5.64E-08	1
8	SORBI_3008G135701	PC(14:0_18:0);PC(16:0_16:0)	22;19	SNP_56433406;SNP_56438814	3.797234e-09;4.765785e-09	2			3	SORBI_3003G268700	PC(18:2_20:4)	19	SNP_60521973	5.64E-08	1
8	SORBI_3008G135800	PC(14:0_18:0);PC(16:0_16:0)	63;64	SNP_56438814;SNP_56438814	3.797234e-09;4.765785e-09	2			3	SORBI_3003G327900	PC(18:2_20:4)	32	SNP_65340995	1.12E-09	1
8	SORBI_3008G135901	PC(14:0_18:0);PC(16:0_16:0)	152;149	SNP_56442947;SNP_56442947	3.797234e-09;4.765785e-09	2			3	SORBI_3003G327950	PC(18:2_20:4)	30	SNP_65346797	1.12E-09	1
8	SORBI_3008G152700	AEG(o-15:2_15:0);PC(18:1_20:4)	5;12	SNP_58511525;SNP_58494937	3.245697e-08;6.970012e-09	2			3	SORBI_3003G328000	PC(18:2_20:4)	30	SNP_65346797	1.12E-09	1
8	SORBI_3008G152800	AEG(o-15:2_15:0);PC(18:1_20:4)	22;24	SNP_58511525;SNP_58511629	3.245697e-08;6.970012e-09	2			3	SORBI_3003G328100	PC(18:2_20:4)	22	SNP_65351691	1.12E-09	1
8	SORBI_3008G152900	AEG(o-15:2_15:0);PC(18:1_20:4)	35;38	SNP_58515433;SNP_58515433	3.245697e-08;6.970012e-09	2			3	SORBI_3003G328200	PC(18:2_20:4)	21	SNP_65354107	1.12E-09	1
8	SORBI_3008G177600	TG(18:0_18:2_20:1);TG(18:1_18:2_18:3)	30;30	SNP_61150597;SNP_61150597	7.062455e-08;7.062448e-08	2			3	SORBI_3003G328300	PC(18:2_20:4)	29	SNP_65382311	5.52E-10	1
8	SORBI_3008G177700	TG(18:0_18:2_20:1);TG(18:1_18:2_18:3)	37;37	SNP_61155909;SNP_61155909	7.062455e-08;7.062448e-08	2			3	SORBI_3003G328400	PC(18:2_20:4)	35	SNP_65382311	5.52E-10	1
8	SORBI_3008G177750	TG(18:0_18:2_20:1);TG(18:1_18:2_18:3)	35;35	SNP_61158669;SNP_61158669	7.062455e-08;7.062448e-08	2			3	SORBI_3003G328500	PC(18:2_20:4)	44	SNP_65382311	7.44E-12	1
8	SORBI_3008G177800	TG(18:0_18:2_20:1);TG(18:1_18:2_18:3)	31;31	SNP_61162202;SNP_61162202	7.062455e-08;7.062448e-08	2			3	SORBI_3003G328600	PC(18:2_20:4)	55	SNP_65382311	7.44E-12	1
8	SORBI_3008G177850	TG(18:0_18:2_20:1);TG(18:1_18:2_18:3)	14;14	SNP_61170450;SNP_61170450	7.062455e-08;7.062448e-08	2			3	SORBI_3003G328700	PC(18:2_20:4)	46	SNP_65400169	7.44E-12	1
8	SORBI_3008G192500	DGTS(34:5);SQDG(16:0_18:1)	42;28	SNP_62572803;SNP_62581325	1.45721e-08;9.22864e-08	2			3	SORBI_3003G328800	PC(18:2_20:4)	54	SNP_65400169	7.44E-12	1
8	SORBI_3008G192600	DGTS(34:5);SQDG(16:0_18:1)	44;28	SNP_62578721;SNP_62581325	4.48236e-09;9.22864e-08	2			3	SORBI_3003G328900	PC(18:2_20:4)	49	SNP_65401998	7.44E-12	1
9	SORBI_3009G009300	PC(18:2_20:4);TG(16:0_18:2_18:3)	37;48	SNP_864769;SNP_865027	1.27144e-10;1.958102e-08	2			3	SORBI_3003G329000	PC(18:2_20:4)	43	SNP_65407661	2.53E-11	1
9	SORBI_3009G013100	DG(8:0_8:0);SM(d18:1_17:0)	17;12	SNP_1153172;SNP_1153191	5.422188e-08;5.151736e-08	2			3	SORBI_3003G339800	PC(18:2_20:4)	91	SNP_66272430	1.36E-08	1
9	SORBI_3009G013200	DG(8:0_8:0);SM(d18:1_17:0)	21;15	SNP_1153172;SNP_1153191	5.422188e-08;5.151736e-08	2			3	SORBI_3003G339900	PC(18:2_20:4)	104	SNP_66273047	1.36E-08	1
9	SORBI_3009G016100	PC(18:2_20:4);TG(18:2_20:3_22:0)	25;328	SNP_1490976;SNP_1491046	2.805082e-09;1.763607e-08	2			3	SORBI_3003G340000	PC(18:2_20:4)	64	SNP_66282790	1.36E-08	1
9	SORBI_3009G034800	TG(14:0_18:1_18:3);TG(18:1_18:2_18:2)	109;108	SNP_3169645;SNP_3169645	1.752004e-09;6.080036e-08	2			3	SORBI_3003G340100	PC(18:2_20:4)	90	SNP_66289126	1.36E-08	1
9	SORBI_3009G039500	PC(18:2_20:4);TG(14:0_18:3_18:3)	57;98	SNP_3715550;SNP_3715580	4.018103e-09;4.701685e-09	2			3	SORBI_3003G360800	PC(18:2_20:4)	32	SNP_67837613	1.55E-08	1
9	SORBI_3009G039600	PC(18:2_20:4);TG(14:0_18:3_18:3)	47;61	SNP_3733203;SNP_3732362	4.018103e-09;4.701685e-09	2			3	SORBI_3003G360900	PC(18:2_20:4)	38	SNP_67845069	1.55E-08	1
9	SORBI_3009G042200	PC(18:2_20:4);TG(12:0_18:2_18:3)	154;135	SNP_4020557;SNP_4020557	7.732863e-10;9.800623e-10	2			3	SORBI_3003G372200	PC(18:2_20:4)	10	SNP_68751253	1.93E-09	1
9	SORBI_3009G042300	PC(18:2_20:4);TG(12:0_18:2_18:3)	165;137	SNP_4028448;SNP_4028448	7.732863e-10;9.800623e-10	2			3	SORBI_3003G372400	PC(18:2_20:4)	11	SNP_68757644	1.93E-09	1
9	SORBI_3009G042400	PC(18:2_20:4);TG(12:0_18:2_18:3)	252;209	SNP_4034251;SNP_4034251	7.732863e-10;9.800623e-10	2			3	SORBI_3003G372500	PC(18:2_20:4)	14	SNP_68773485	1.93E-09	1
9	SORBI_3009G042500	PC(18:2_20:4);TG(12:0_18:2_18:3)	251;207	SNP_4036188;SNP_4036188	7.732863e-10;9.800623e-10	2			3	SORBI_3003G372600	PC(18:2_20:4)	15	SNP_68773485	1.93E-09	1
9	SORBI_3009G042600	PC(18:2_20:4);TG(12:0_18:2_18:3)	233;203	SNP_4044508;SNP_4044263	7.732863e-10;9.800623e-10	2			3	SORBI_3003G372700	PC(18:2_20:4)	13	SNP_68780008	1.93E-09	1
9	SORBI_3009G057700	PC(16:0_20:1);PC(18:2_20:4)	47;17	SNP_5960264;SNP_5960239	6.847793e-08;8.989195e-10	2			3	SORBI_3003G372750	PC(18:2_20:4)	12	SNP_68787171	1.93E-09	1
9	SORBI_3009G057750	PC(16:0_20:1);PC(18:2_20:4)	53;30	SNP_5980593;SNP_5979570	6.847793e-08;8.989195e-10	2			3	SORBI_3003G372800	PC(18:2_20:4)	131	SNP_68793158	1.93E-09	1
9	SORBI_3009G067450	PC(18:2_20:4);TG(16:0_18:2_18:3)	105;46	SNP_7379798;SNP_7368628	1.102809e-08;1.499185e-08	2			3	SORBI_3003G372850	PC(18:2_20:4)	131	SNP_68808955	1.29E-09	1
9	SORBI_3009G067501	PC(18:2_20:4);TG(16:0_18:2_18:3)	109;52	SNP_7379798;SNP_7370933	1.102809e-08;1.499185e-08	2			3	SORBI_3003G372900	PC(18:2_20:4)	138	SNP_68808955	1.29E-09	1
9	SORBI_3009G067551	PC(18:2_20:4);TG(16:0_18:2_18:3)	109;57	SNP_7379798;SNP_7375804	1.102809e-08;1.499185e-08	2			3	SORBI_3003G372950	PC(18:2_20:4)	157	SNP_68815945	1.29E-09	1
9	SORBI_3009G071700	LPE(16:0_0:0);PE(16:0_18:0)	57;57	SNP_8579183;SNP_8579183	2.200137e-08;2.200134e-08	2			3	SORBI_3003G373000	PC(18:2_20:4)	54	SNP_68824499	1.29E-09	1
