,DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:4),TG(60:5),TG(60:6)
PI601816_control,20239268.44,230946.7853,2715007.848,2078873.618,1964119.533,1145897.322,25075.8911,68030.17907,189387.2396,2051307.837,681582.1731,1150085.941,480876.3043,1196604.537,15366935.77,234906.1729,2022835.066,609174.4833,36238711.08,668256.1464,519045.8154,975764.3742,167012.4212,2983393.433,273.1638803,76395.24767,7982742.17,3249949.262,7412454.77,110164029.5,22402.61718,2280533.231,100385.4008,323155.2142,6945488.49,52165.48619,284148.5442,177286.5686,404354.8371,3843634.541,53264.98628,1239515.407,933805.688,252378.0297,405409.5235,14640.89165,98323.43672,45444.10695,43414.39147,63476.49445,37345.79577,8477.093389,67803.3303,29864.88589,25501.8762,30107.32737,6700.025231,15309.88222,65136.13065,199302.5246,106984.6973,16029.22236,7994.000811,6616.904325,37425.71655,221837.28,528469.6599,508652.9239,680859.0614,460961.3289,19534.8441,29329.81998,158029.1233,241936.8205,290090.4658,665224.1642,2406539.909,681090.6679,270435.1212,29582.33107,4440.526487,2910.463293,10926.31276,13505.86637,18823.21436,5690.830631,2546.293306,1695.68638,1705.383125,1629.640861,2604.212295,4723.652784,2367.089766
PI601816_lowinput,19360359.41,3930882.042,2540356.913,1557038.166,1806763.086,3750191.769,57839.27288,83337.70223,278092.4251,1291691.501,854308.583,1959192.469,352684.7596,1196095.994,11374941.54,283267.3715,2504202.475,592204.9836,33828955.95,671043.7819,280655.5702,826417.3166,82229.10753,2431528.945,8867.244905,20408.98361,4209013.887,1462119.614,4076918.064,100857942.1,18053.35644,1454149.841,21621.97721,158305.2934,3196259.486,15479.32998,212993.5619,70556.89493,194683.3843,1249193.579,160076.0373,720188.824,415891.1919,142475.4393,263752.0393,21037.56824,44732.07257,17104.91043,80329.30163,95771.20646,33221.72845,3101.642187,120943.2179,117665.5824,56730.4501,7076.908398,2188.988879,5992.25748,177420.237,288514.9728,158792.7592,14080.57767,10607.9388,8731.042507,64785.11455,233729.0746,439934.9835,887741.4769,1520114.849,1638897.611,20541.15515,101522.1615,351675.339,701694.9209,1837298.722,1348981.42,6537910.054,4831675.537,3117424.558,39042.08657,13537.71485,5801.322575,19588.84405,20943.30331,131330.0531,26736.38399,12789.58361,4309.826689,2907.902194,2222.091074,5444.99561,7628.321432,4338.9965
PI607931_control,26931300.91,314417.3885,2956580.386,2994879.98,2408710.571,1749079.105,37971.21594,76518.78118,246949.1378,2210562.811,895218.3438,1837393.236,716594.6994,1172113.029,19554447.43,239649.5228,2691868.256,603789.4196,40412977.43,911168.8557,689096.6137,1373375.952,298158.4905,3719754.015,896.8199167,88989.82244,10730083.5,3851911.092,8486631.465,147925010.7,28823.17956,3084882.413,110267.1127,275011.2276,8840254.952,69619.27161,389034.7453,189638.3671,447716.632,4666190.087,22361.77054,389918.9631,240843.761,105863.6234,174683.9936,7162.881315,40224.7862,16912.24408,32280.63903,40986.57126,30498.56633,10489.27669,89714.409,41908.29789,23190.47858,8401.400579,4829.95492,27586.58251,108410.9902,258500.3468,160728.7333,14421.72548,11861.91515,14755.11939,62819.76326,289542.5137,757060.2314,549617.5636,811781.9872,676517.6674,30102.06393,28971.61645,222757.9499,281419.97,240635.8532,530110.6511,2092917.275,732163.8592,376463.9517,14957.97501,10132.45808,4335.382008,12349.25916,13102.12392,11213.82467,4711.857295,6407.685778,1759.174067,2755.208498,2572.570616,3210.41014,7533.135412,2676.629464
PI607931_lowinput,25341776.38,4069840.827,2599695.903,1827177.727,2195829.796,4019673.67,31304.85845,78820.25391,322335.0592,1557065.068,916474.4833,2163877.586,474393.8624,1278569.321,14618436.13,288318.8425,3276730.697,788761.3104,41142263.22,772948.6902,346142.6424,916439.1244,100580.5121,3026282.706,5894.494909,40883.66448,6008242.136,2549591.307,6275627.767,137479327.5,18235.13022,1644785.847,39572.93864,176986.5388,4454922.454,25326.80412,302439.5744,106121.5285,314120.8532,2159387.086,12359.09023,141597.1412,64864.34459,26386.98259,46415.78454,5677.143028,19571.53082,23020.93055,72066.18752,86302.87871,46957.48757,5041.549497,120426.2763,78528.55306,55418.98317,10060.94792,1944.713301,9046.648706,156063.8446,264147.388,129883.6925,15392.1322,9173.537043,6078.208994,55625.28183,234416.5565,412064.4156,776283.0835,1155731.713,1095796.658,19621.40104,116760.9135,328861.5478,753061.9906,1324403.928,1193939.135,5034294.597,2929994.636,1663065.341,37970.76796,12508.84312,8609.307943,20452.48839,23499.60262,126298.6517,17201.84685,10015.22997,3032.642457,3224.918068,2206.935025,3599.48743,4085.576458,2790.743963
PI609456_control,25896454.81,263698.3545,2703082.549,2352754.219,2157038.817,2587111.431,68145.42616,77658.02128,174868.4015,1914703.164,1217764.012,3531735.843,477677.988,1312417.614,19201359.48,279730.7679,3355937.723,627425.9939,43199562.62,847048.3917,572028.6301,1171627.759,178836.8622,3050616.261,398.2391289,38716.38942,7984322.002,2459531.706,6971103.232,144719835.7,29301.6435,2627156.093,74403.223,247877.9121,7646477.957,45796.00448,447323.245,149435.1917,394347.1569,4175146.066,373512.7498,2151499.312,2096274.45,481095.2738,755480.8557,61780.47127,168391.8987,174338.5887,70998.09139,221560.0014,161055.2386,21456.55179,89910.89948,95243.21039,122548.2023,123399.7766,8735.9701,15065.58614,154405.9068,469856.8031,319162.9319,26376.53044,13932.94765,16033.90012,58453.47991,476862.0672,908459.3752,623516.4437,1347132.644,2050176.15,22581.6167,81728.68932,501457.9219,358273.4941,275620.4429,580758.8998,3197613.52,2053111.281,1236418.792,36350.03197,7452.10126,7922.517926,8669.026345,13989.82359,18035.22376,15367.21818,4213.136598,3758.041886,1875.083024,1609.56363,2837.904794,5989.59522,4944.976414
PI609456_lowinput,27006546.95,3924067.715,2652682.676,2162242.329,3087126.214,3684342.231,108687.6415,112820.2214,540669.7356,3293038.512,1325634.396,2360756.472,649252.6447,1473049.078,15879620.28,365992.0856,3890455.758,886588.4158,42580358.77,793590.4488,458187.7116,1024584.847,167675.7505,3342274.43,16934.99595,42845.54705,7791571.959,5331095.774,11913656.86,143728856.9,20520.56012,1604165.06,45660.5982,211991.5269,4329758.125,35887.78057,294694.2345,167710.851,458840.1311,2966193.908,9711.930931,204732.0795,75999.4051,41019.59601,70294.1429,6258.035046,18573.82282,27688.19006,84717.5895,103832.1093,36481.74958,6248.742626,125806.0261,141593.8449,91341.88207,18271.97657,2835.171858,19756.43862,173649.755,338741.1906,160393.1063,23745.89332,10901.9469,6235.199456,60641.37845,256115.4181,620264.3591,1315794.106,1703482.854,1223645.781,21771.91267,118981.4169,493714.9163,1230620.245,2632622.614,2596189.346,7570185.984,3612249.993,1370020.981,152835.8286,14480.49128,7774.274387,26175.18248,39571.52044,245731.3676,27914.87349,12837.56273,4498.558879,6694.613623,2911.61435,7210.605194,7137.214442,3994.497877
PI613536_control,24726199,188107.4316,2716847.692,1779809.037,1806389.035,1430769.62,44221.43685,52597.28526,154130.9591,1689015.785,771776.1008,1749336.769,556977.9833,1141879.79,15492621.55,217612.4258,2173658.582,552699.9785,38350597.64,667452.3441,479805.3141,800501.5224,164353.2843,3193558.031,372.1344227,60256.6907,8487907.997,2364293.893,6340402.133,142227947.2,31014.17373,2365752.833,77721.58582,234814.1634,6158765.271,33259.98522,295335.1645,127307.3067,332174.8772,3169889.468,7078.934699,152298.6309,63725.96818,30958.76387,46889.75314,2693.914292,14621.85499,10204.04011,14030.2887,19406.72878,12234.70135,4817.078988,79777.17364,13983.41989,11138.16393,8689.532333,2798.191164,9974.493139,70705.42024,340434.3489,316031.3867,13943.38006,12140.7691,5486.952374,32737.80132,230226.4367,605627.8666,635159.9894,1260684.459,1324043.897,10751.69845,19997.43009,77893.29283,175167.0116,266207.9793,507064.6322,2498500.87,1000699.612,545767.7922,26901.29165,5702.268481,6779.286222,9934.604371,17266.06094,14157.28123,11496.61299,7074.163191,6595.620262,3979.177485,6213.862097,5640.167684,14423.61824,10775.53204
PI629034_control,23110720.45,207700.4222,2758839.993,1687235.21,1433654.198,882933.9986,19080.29798,45082.71473,158337.6989,1193590.522,435064.3318,1060482.542,485636.5698,1237969.774,14325669.01,233415.5055,1791659.799,524680.2726,33298304.36,640251.7202,448855.2069,854536.0677,146123.0903,2982407.648,272.4672533,75043.59987,7651930.182,2626666.88,6536898.359,132459419.2,18727.34401,1888305.451,97596.87841,280661.2193,6345849.161,36845.09202,260339.3103,157674.0271,363850.3421,3157930.438,3275.7851,154973.8958,93775.89535,32057.53833,49613.55682,2228.972607,23075.87143,4386.292097,13697.61466,13370.97986,7618.935923,7869.391726,49592.65802,10325.89726,10700.22896,4743.902546,6973.097647,14278.11377,55922.25765,154964.5471,70207.01978,10417.75529,7058.679714,3628.052236,25641.0212,176983.8961,497324.0099,345688.6246,434297.403,319934.5326,10097.8565,16950.94001,77813.41172,141902.5855,173772.7254,367891.1299,1343611.289,422642.2612,185306.0923,9334.406655,3114.439592,2490.860044,6454.457015,8330.006856,10014.14342,3665.10825,2210.313583,1265.895046,1439.673667,1430.628192,2248.556104,3431.073908,1548.022955
PI629034_lowinput,20755757.69,4605786.353,2650651.419,1402392.546,1414294.8,2140787.368,25170.54587,60672.00394,250384.5979,1174234.176,547935.6483,1285927.001,309131.6435,951150.076,9790096.81,228611.5359,1974691.597,697738.5789,31525410.44,665281.2331,230144.65,894338.0127,69782.85296,2533256.186,4361.096615,21262.7553,4064382.494,2306776.006,5253129.608,112151962,10985.51096,999866.7183,25488.61251,167686.2991,2786817.61,15189.05535,172665.5919,90733.94152,246902.9495,1493326.351,20741.77828,452186.8498,145843.411,43836.23342,100450.4552,5869.046169,35562.54257,19800.56474,75171.78924,82346.15244,64663.63134,2530.566598,111664.7249,174302.7502,136231.7566,8384.773701,2251.378383,3968.026113,225466.879,249759.2937,89310.40413,12023.89651,8393.309584,4327.043611,67593.40307,305029.5227,447111.877,670876.7563,885319.5287,729266.6593,34240.56343,226129.855,663549.4409,1063215.772,1825906.91,1532596.35,5210968.645,2728327.572,1290509.87,50519.71173,19584.63762,10653.74408,19941.38046,39410.81421,183558.223,18338.74125,18613.241,3687.910564,4737.989136,2045.786363,3889.729749,5017.688865,2540.712673
PI629040_control,26244659.1,200483.3454,2518542.418,1911589.192,1851544.535,1126168.978,19142.81816,55873.4993,177132.0475,1823952.481,627672.4101,1856268.552,391962.4607,769655.9496,15582228.67,181175.6448,2155028.104,444805.4967,37375442.83,627499.8336,502814.9205,849583.5508,175225.356,3225845.382,367.9957034,61727.46975,8000745.621,2477566.707,6041538.506,143587839.2,24302.42557,2199728.121,74941.69202,205978.1733,6562671.082,43965.32357,266427.3263,96132.61436,279100.063,3348461.149,6763.874912,175223.984,136188.3615,36324.42858,61465.53929,3286.733699,29348.00604,6982.952405,15608.75974,18519.03968,14738.75263,7227.961681,50723.59329,14265.24448,10156.76618,7980.674707,3878.071555,12810.93376,73391.71333,182100.8401,83868.61862,13405.50549,10804.98509,5320.526129,44340.13829,285759.5654,687579.2402,570796.1051,730246.8072,479832.9938,15375.99582,27557.43804,153015.7727,255851.7474,243501.9656,696120.9384,2794836.914,822902.4082,317241.6641,11145.84795,3681.453059,3174.576369,10122.40255,10450.40994,19919.96384,9816.919977,3441.543581,1564.360506,3958.198465,3546.807598,6035.086694,7992.86119,2694.888317
PI629040_lowinput,24445948.93,4180787.217,2526542.537,1830307.464,2103834.606,3676331.335,53490.82647,76411.2122,331398.4456,1669751.634,1008555.39,2176148.076,459005.8048,1306410.057,14324111.55,283364.6692,2831041.683,852030.1281,39301299.16,748486.1586,359616.9763,887150.55,100509.1708,2993368.745,5093.772116,67773.56434,6502449.154,3444695.943,7406697.901,132507765.4,19106.03548,1646169.364,40071.50075,199365.399,3666009.013,25934.26052,218598.8372,112431.0771,280663.0967,1644415.387,29162.75635,529226.5967,220769.3784,79500.80427,127249.2046,8725.329657,32968.01515,33236.2831,79780.89936,91354.34699,52161.37431,3054.309236,118724.3908,183947.3032,125490.5356,8959.849154,2007.453279,5954.602673,237415.1589,316150.3365,157189.7736,20396.37159,12823.50055,6252.70847,68964.78645,332033.771,582632.1479,1100375.514,1753187.923,1589331.631,32229.85736,250007.5103,893974.4558,1199246.808,2539288.702,1996477.372,7386024.328,4788766.805,2415999.047,130311.7703,27959.75778,10844.28202,33894.29461,37720.19544,203273.9407,26513.25842,20872.99896,5624.368658,7948.248786,6907.304685,6758.413854,9634.430166,6657.976143
PI629059_control,22841880.2,219852.5135,2475443.373,1787055.535,1669944.352,1134873.217,22583.23798,52412.37432,154520.8261,1432815.834,615889.7471,1213131.001,412236.911,1056366.351,14824387.61,207438.3826,1889233.812,499225.9209,35515186.7,605862.2211,461713.4439,910419.5644,166976.8072,2892346.29,339.0276964,60305.17647,7098382.035,2234690.561,6828142.82,131364233.3,23965.81321,2173554.776,85184.8673,271309.4505,6521510.567,41068.17758,263026.5172,139688.6248,348883.3902,3476936.921,10066.97995,224512.0199,101848.6526,43882.0478,71686.8248,4268.505558,26092.65138,7602.330798,14760.81149,16567.92958,16575.73286,5069.845785,47968.72069,16705.34338,12021.28439,6750.906621,3406.309816,12280.27211,75882.92023,175634.3867,83172.8914,9404.119933,8478.465786,4774.946798,45201.81862,266526.666,625060.3547,420437.8884,584196.2475,430392.9904,14203.86335,30645.21829,170861.7926,220347.2056,217921.091,403293.3129,1721491.466,584662.2045,247527.1213,11328.1024,3309.889654,3376.120616,7096.238626,8587.552043,11833.53098,4300.901108,2376.418797,1377.563333,1555.979874,1493.561587,2366.396194,3744.43652,1913.472843
PI629059_lowinput,23589773.07,3886755.684,2475457.22,1837125.682,1741701.912,3096401.579,28139.41227,61664.09315,347943.0776,1404033.079,757910.8383,1780357.08,482509.9017,1239799.908,14524269.55,244165.8323,2789905.148,777365.1963,38039283.85,664158.3408,343045.6289,801670.2775,85776.83532,2932233.259,7299.547977,69520.99723,6582384.719,2881837.111,6290193.197,126324011.7,21894.06418,1939020.184,54557.21693,224647.517,3845322.777,20711.01935,237901.2764,100011.5098,267773.3295,1614695.304,18803.50301,539834.3403,188196.072,74642.72293,125070.2097,7561.40301,54722.38409,68720.00808,102889.5394,140658.832,76205.91019,3271.834956,143608.6068,284723.6786,234166.9096,9916.314506,1789.137779,3316.811271,339915.4942,378145.6166,126861.3744,16371.78534,9612.686892,3938.238971,87398.38583,433389.7239,595471.0868,796972.3083,1020040.993,934224.3894,43431.16511,302217.9083,955794.8157,1294244.386,2146896.648,1373183.266,5060028.237,2926142.892,1619621.612,71715.38095,31941.37867,28093.1597,26159.02066,20263.82672,137417.586,18606.81761,28762.0029,8548.937674,7329.648764,2242.560623,3824.652718,3943.014965,2498.002924
PI641824_control,23254825.49,230523.5566,2741185.83,2273037.645,2308927.191,1207871.007,21798.90943,108082.7552,280085.3947,2550654.563,672451.7552,1131019.726,699407.1871,2160640.169,15947399.91,433243.578,2494658.15,720915.1987,33847518.64,708753.339,554152.8372,979651.0902,212215.3289,2926492.662,155.257777,119542.1096,8405322.255,3683879.297,7926584.513,133432004.7,23726.97818,2807488.478,144470.4502,474131.9694,6791390.162,56919.51036,331416.5395,223968.0006,423942.1435,3301061.897,37394.00583,654436.8334,486141.3174,128725.7879,206717.929,8577.268336,52141.58071,25874.89563,24614.3826,38738.07122,26037.40123,12837.31544,54135.17642,18592.52616,17224.17125,15842.3867,7991.975823,22239.35422,54859.78316,183569.8973,94193.91384,13545.25668,9385.1162,7437.286817,21348.8326,163311.4162,429460.1987,410400.2238,543338.099,405523.1752,11051.83506,13109.8314,126141.3699,154736.5486,188787.315,439235.4729,1531232.286,506188.4949,219204.8935,12889.76659,2784.284949,2914.057885,8965.251342,9669.600436,11767.70249,4880.820615,2051.109226,1736.153538,1447.157104,1644.571076,2117.357566,4037.863601,2170.342874
PI641824_lowinput,24109159.17,4346453.983,2602614.571,2171723.28,3034897.677,5609795.818,66771.20877,91218.84377,311485.2611,2121400.535,1320999.38,2588479.777,409891.1463,1650649.175,16645730.35,308457.45,3019704.192,754844.8414,37293774.73,806969.7426,450201.8406,990879.8606,136866.2186,2904169.219,13784.34262,38676.47164,7770199.571,2688278.804,6356320.879,129392130.8,18926.99711,1355696.896,25915.53172,157843.4003,3441329.979,14725.87852,201343.7405,76144.63513,197894.4461,1454788.19,5947.411163,155632.135,53165.42955,30881.42232,54627.8116,4053.888718,10917.25937,13253.76475,63396.43521,80608.76526,21476.58859,2581.140637,102333.8356,101882.8579,58526.70929,11502.11672,1408.444739,5759.208271,132501.858,310425.0877,191501.855,26626.21784,20000.22049,8209.32514,49577.87836,211596.0298,479686.218,1310690.76,2441509.103,2168028.868,16192.25224,149622.4451,361548.8123,943015.4625,2282508.568,2048070.519,9187569.122,6863355.023,3581272.275,44970.69456,13915.28053,7783.682371,27743.31753,22006.02076,185569.5491,45374.37052,12379.91885,6981.137853,6107.625763,3766.229561,6691.914327,8323.485188,5814.629988
PI641836_control,23115428.36,194904.5352,2527635.43,1698942.918,1541120.646,1338657.734,44537.73666,56255.25334,143166.6075,1498634.008,675276.817,1352258.082,373828.6449,1187755.346,13978921.65,235202.4324,1922708.416,496643.7878,34855353.1,550939.7166,451055.3879,846134.4129,141778.3901,2896187.175,180.4016478,31900.0532,6327394.353,2448279.224,5739878.626,131846012.1,13979.0725,1926191.593,67682.78909,266609.5551,5455471.548,35243.02876,260090.8921,137256.7244,331810.5076,3061463.136,198168.8544,3716978.857,2781600.522,586348.4773,966369.4436,45009.47236,214108.8954,133070.9061,82804.72365,155744.4294,100942.0021,12912.22225,111925.266,65534.77656,58298.04016,61144.05695,3954.96751,12404.72668,150152.9951,278951.0231,144312.5593,14596.33826,7042.512058,6215.457122,102916.1486,464799.0618,709716.7256,455340.2906,676919.1973,600956.0002,26303.952,51958.95234,323067.9475,239104.3492,245686.2297,487706.9807,1848348.491,681860.4057,346772.6074,16477.72045,5163.530857,5478.114343,9000.912213,9809.861056,13278.6895,5128.0214,2755.945274,2172.372418,1599.913925,1612.285631,2304.001157,4954.950612,2394.2434
PI641836_lowinput,19823587.27,3615471.547,2290532.281,1376174.962,1562338.445,2627107.993,31444.10472,62387.63682,269454.4955,1221525.462,634255.0274,1278868.508,273124.1725,984802.0221,10445121.84,240869.6647,2310271.995,556370.9622,31742585.21,561842.3222,222214.4978,793274.179,73700.16116,2334759.725,4364.7372,29982.35282,3623308.832,2034422.491,4507248.648,109013313,13697.45745,1016114.682,21651.95649,184347.2846,2966955.684,12910.5298,201832.4055,79333.29647,209003.9444,1505000.52,3815.556698,55864.40651,14648.3852,7206.78368,14869.63338,1305.820201,5716.917435,8793.280397,35107.51776,31455.91005,16215.46191,1065.692394,78584.74629,30750.77446,19633.50957,2298.287689,534.9368352,1917.637651,73442.20211,119849.2742,63232.17153,7990.112168,4558.364474,2342.394322,26642.803,125234.6439,247077.8149,562151.9133,829936.0223,688573.1024,9966.833786,68713.74236,201178.0369,487852.7676,1350176.146,1160382.421,4381251.888,2517923.544,1209530.174,51567.44116,4384.309512,4075.754564,17375.45797,22895.9485,116625.5947,14284.52407,5306.730787,1550.662049,2263.738372,2226.672499,2979.991186,4643.456117,2269.334701
PI641849_control,29412473.55,246706.7193,2634526.429,2348287.044,2709853.06,2016446.977,50100.99638,95653.83362,171296.8295,2944101.498,1388337.535,2264834.628,478386.4293,1406400.408,20189789.01,292949.5387,3505512.54,690811.1612,45361197.56,782445.4376,662189.85,1077968.585,191320.3327,3609029.793,197.7790929,46035.43879,8845438.043,3501059.206,8259443.523,159020527.4,28105.33743,2738358.369,101482.8707,256151.7913,9333947.202,58738.32583,512144.3996,203258.215,534870.8425,5488102.399,43763.96001,677728.7809,496478.174,135549.23,216798.9497,9099.212745,52609.75118,25976.57285,29508.1322,44951.24829,28988.9705,7414.151243,63969.96622,22916.20517,23201.45613,47549.14353,3031.6199,17185.58324,71300.46326,256981.152,136377.9968,10828.97561,13464.74631,9441.638338,28975.38425,269390.4292,497533.6739,662795.1393,1129732.394,975315.1039,13454.94141,35738.46441,303326.7087,264585.8313,303774.4783,940793.0896,4693583.95,1936952.04,863698.7023,84385.61634,5228.541596,10465.06508,19596.57718,18477.57414,30414.90943,17649.99208,1901.144066,8186.357289,1755.880911,3111.432494,3536.630791,6817.886143,4151.488936
