,(+)-Abscisic acid,(-)-Caryophyllene oxide,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","(2R,6R)-2-methyl-6-tridecylpiperidine","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-1,2,3,22,23-pentol",.alpha.-Amyrin,.beta.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-methylphenyl)carbamoyl]-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate","1,2-dihydroxyheptadec-16-yn-4-yl acetate","1,9-Dideoxyforskolin","11,14,17-Eicosatrienoic acid,(Z,Z,Z)-","13-Keto-9Z,11E-octadecadienoic acid","14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester","16,16-Dimethylprostaglandin A1",19-Norandrosterone,"2,2'-Dithiobis(benzothiazole)",3-Epilupeol,3-Methoxylimaprost,3.10S-Hydroxypheophorbide a,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol",4.alpha./.beta.-Hydroxyprostanozol,"5(6)-Epoxy-8Z,11Z,14Z-eicosatrienoic acid, methyl ester","5,7-Dimethoxy-3-hydroxyflavone",5.alpha.-Cholest-7-en-3.beta.-ol,7-Oxocholesterol,"8'-Apo-.beta.-carotenal, all-trans-","8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12-Octadecadiynoic Acid","9-Oxo-10(E),12(E)-octadecadienoic acid",Alloxanthin,Alpha-Carotene,Antheraxanthin,Arachidonoylthiophosphorylcholine,Austinoneol,Betulin,Boldenone cypionate,Celaxanthin,Cembrane_Diterpene_minus_Me,Chlorophyll a,"Cholesta-4,6-dien-3-one",Cholesterol,Cycloartenol acetate,"Di-.gamma.-linolenin(6c,9c,12c)",Diadinochrome,"Didodecyl 3,3'-thiodipropionate",Dipterocarpol,Docosapentaenamide,Empenthrin,Erythrodiol,Fucosterol,Ginsenoside F1,Glochidone,Hydroperoxy fatty acid (18:3),L-alpha-phosphatidyl choline,Lanosterol,Lupeol,Lutein,Lycopene,Medroxyprogesterone,NCGC00164361-03!decanedioic acid,"NCGC00179780-02_C20H32O_(5xi,9xi)-Beyer-15-en-18-ol","NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-","NCGC00384683-01_C30H50O_Lup-20(29)-en-3-ol,(3alpha)-","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00386020-01_C18H28O3_8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid",Nandrolone,Nostoxanthin,Ophiobolin A,Oxo fatty acid (18:3),Palmitoyl ethanolamide,Panaxatriol,Pheophorbide A,Pheophytin a,Phytosphingosine,Pinolenic acid,Schaftoside,Sebacic acid,Stearoyl ethanolamide,Sumaresinolic acid,Tri-p-tolylamine,Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,Zymosterol,[1-hexadecanoyloxy-3-phosphonooxypropan-2-yl]octadec-9-enoate,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,h_22_methandriol_m,"phenylmethyl(2S,3R)-3-hydroxy-2-[(phenylmethoxy)carbonylamino]butanoate"
PI329440,-0.249524602,-0.115122986,-0.010736131,0.102908715,0.375368151,0.149770881,0.126496995,0.036215195,-0.135933495,0.017800938,0.129065015,-0.016395066,0.052148196,0.20661941,-0.008180205,0.040378393,0.004221868,-0.210715951,-0.234305004,-0.171770668,-0.004174215,-0.065045977,-0.116682522,0.062372022,-0.009174796,1.165746944,-0.131543278,-0.248209383,0.186953022,-0.009890567,0.206619439,0.03917269,-0.058291059,-0.024668543,-0.156738816,-0.023988581,-0.169382512,-0.129039374,-0.022399702,-0.043772352,0.027683724,-0.006271607,-0.249421715,-0.13154323,0.018147846,-0.012698909,-0.076298244,-0.087835049,-0.130668757,0.057305355,-0.018687974,-0.037138256,-0.078947587,0.240336228,0.122192497,0.035276915,-0.016157561,0.030706484,0.147465911,-0.039265196,0.007818717,-0.168075644,0.325808506,0.049254921,-0.072743703,-0.03613103,-0.138724191,-0.012038492,-0.019124741,0.008047054,0.0035216,-0.011468444,-0.056871736,0.375368151,-0.046299367,0.013132722,-0.04184082,-0.219789945,-0.027887219,0.356838617,-0.180168914,0.454410718,-0.041415065,-0.106163978,-0.056316567,-0.017824219,-0.040939769,-0.078444222,-0.253326012,-0.125543482,-0.024668533,-0.037184217,0.00612479,-0.062484363,0.044407515,-0.203538621
PI659691,0.220702898,-0.022827472,-0.298957774,0.18973044,-0.095472391,0.180874397,0.147915289,-0.023978031,0.045328177,0.034063408,0.227463873,0.005624114,0.079725389,-0.231431956,0.014638662,0.01085269,-0.017745857,-0.205651128,-0.085586144,-0.152779693,0,0.091410498,0.133463076,-0.146595899,0.016129251,0.196187609,-0.132669444,-0.253379225,0.135818481,0.015528732,-0.231431973,-0.068294337,0.066689344,0.057006581,0.029872092,-0.167234986,-0.066737544,0.283042866,0.02893346,0.007518072,0.04532005,0.016983766,-0.254624961,-0.132669396,0.08709658,0.011967175,0.046672219,0.69848817,0.253717386,0.081209197,-0.273386898,0.164304643,0.075252014,-0.10297097,0.062984018,-0.210432377,0.016694863,0.132772759,0.170378729,0.053190117,0.109264155,-0.058606184,0.51530616,0.084726199,-0.026975681,0.061183782,-0.086133377,-0.277903465,-0.273696951,0.147605951,0.024804941,-0.27553153,-0.084789183,-0.095472388,-0.046474719,0.006532453,0.128303336,-0.010611414,0.145773109,0.561895681,-0.215943763,-0.097718877,-0.078100248,0.057609763,0.062636351,0.087074535,0.047130599,0.289894951,-0.283346138,0.294699655,0.05700653,0.060679193,-0.195641853,-0.089999992,0.079886587,-0.025567686
PI656115,-0.236746447,-0.205496305,-0.281979248,0.048337549,0.084381588,0.054692355,0.008095008,-0.14009708,-0.095446531,-0.112089246,0.229311771,-0.116697549,0.048752763,-0.128556757,-0.100849367,-0.119969977,-0.137523862,0.410555706,-0.070926311,-0.15147511,-0.02596405,-0.023544405,-0.153276291,-0.132606887,-0.103575606,-0.106261408,-0.126384626,-0.2684018,0.023112934,-0.103951247,-0.128556774,-0.152583921,-0.135951678,-0.103183381,-0.110925706,-0.080997947,-0.133563308,-0.146030417,-0.044957208,-0.173089975,0.026813884,-0.079373812,-0.269746871,-0.126384549,-0.116105036,-0.105866482,-0.151970627,-0.024439633,-0.144337546,0.055901673,-0.267335442,-0.160853329,-0.132515026,-0.012335286,-0.020726691,-0.19739725,-0.0615503,-0.075697661,0.052959188,-0.056356585,-0.195556733,-0.164337571,0.410557994,0.054095502,-0.14236892,-0.115979823,-0.115064826,-0.268357375,-0.26783011,-0.124662872,-0.097710055,-0.265839274,-0.044164651,0.084381569,-0.070366912,-0.00183975,-0.145956061,-0.156502718,0.174531959,0.452645313,-0.06347937,0.034520494,-0.038433257,-0.185370121,-0.163753322,-0.14750674,-0.053283871,-0.096158664,-0.189882815,-0.043333182,-0.103183342,-0.138800156,0.010111746,-0.020464241,0.045708144,-0.024183365
PI534021,-0.054709424,-0.02956525,-0.159725501,0.049377821,0.413373938,0.064101452,0.018268859,-0.01131959,-0.102896721,-0.061250329,0.299319819,0.081916597,1.361711802,0.11443616,-0.038906904,0.105971538,0.081627791,0.10241949,0.039948076,0.025782357,-0.0427804,0.022899499,-0.172192371,-0.139295154,-0.035408746,-0.071475473,-0.24359569,-0.274967663,0.154175755,-0.036259426,0.114436088,0.076436585,-0.013952251,0.005504778,-0.012889371,0.239529688,-0.045260232,0.399829132,0.098856715,-0.017644097,1.351346044,-0.011961693,-0.276357254,-0.243595623,-0.085608672,-0.044183758,-0.025131707,-0.009904929,0.438897245,1.391503946,-0.16042513,0.123854709,-0.113875129,0.243580447,-0.043193116,-0.10915145,0.087823935,-0.009372778,0.051137478,-0.082653175,-0.115031382,0.088797541,0.413876163,1.37645954,-0.149429867,0.187091336,0.031769782,-0.156271008,-0.161544804,-0.106353193,0.044452317,-0.157306238,-0.035218665,0.413373938,-0.045651181,-0.006848126,-0.073691306,-0.147662787,0.112828176,0.467238767,-0.122333268,0.258395175,-0.012499548,-0.089021122,-0.03969014,-0.001374046,-0.0961234,0.066059636,-0.245319119,-0.137227623,0.005504765,-0.023868311,-0.365261258,-0.029523337,1.350158224,-0.220212945
PI534127,-0.102951342,-0.053129234,-0.238290776,0.145376345,-0.11282525,0.093414641,0.084519746,0.026382696,-0.086110552,-0.045637406,0.131408787,-0.137418945,0.061734327,-0.086501117,-0.018022912,-0.046454559,-0.087703865,-0.190595992,-0.156200358,-0.184758957,-0.030815843,0.021784823,-0.124696185,-0.088764711,-0.019465009,-0.20598268,0.246555533,-0.204348784,0.16173098,-0.019699758,-0.08650117,-0.101982401,-0.070292628,-0.001626161,-0.15364449,0.043217543,-0.063041359,-0.134385735,-0.051672839,-0.034720793,0.024077617,0.002054218,-0.205293286,0.246555617,0.046141794,-0.023144468,-0.058200381,-0.059985364,-0.127890534,0.070979142,-0.255149436,-0.126135337,-0.068804157,-0.195196992,-0.180486577,-0.161258233,0.074511123,0.043944116,0.085401457,-0.012537561,0.030256991,-0.193316775,0.330191887,0.063305579,-0.025343733,0.056981269,-0.021203534,-0.245835675,-0.255755202,-0.052590859,-0.072879335,-0.242573761,-0.152840793,-0.112825245,-0.099311321,0.028870081,0.26044868,-0.015778306,-0.062300428,0.388131928,0.025860562,-0.131202298,-0.063865368,-0.120471717,-0.092892807,-0.028157842,-0.016676628,0.381791382,-0.285450583,-0.187381792,-0.001626151,-0.015263794,-0.124112123,-0.047186329,0.054676303,-0.231598157
PI534133,-0.223015562,-0.022542669,-0.23226525,0.034426827,-0.131710608,0.073265318,0.074550636,-0.046260574,-0.126718912,-0.10560857,0.111722085,-0.130337009,0.050251357,-0.123746614,-0.053940174,-0.076768853,-0.094276449,0.582551986,-0.217534097,-0.170323268,-0.068115549,0.007262551,-0.155185757,-0.084892703,-0.056192951,-0.152011068,-0.130906648,-0.302733914,0.108090099,-0.056715343,-0.123746621,-0.114195974,-0.033392076,-0.027729567,-0.057305704,0.032219228,-0.082947079,-0.101265785,-0.010082102,-0.104145139,0.018956139,-0.029488885,-0.304319466,-0.13090657,0.072107743,-0.061717951,-0.109305079,-0.106924628,-0.05873851,0.05366885,-0.206571978,-0.12965525,-0.114067651,-0.20697458,-0.17601226,-0.157203066,0.0780554,0.070142622,0.066018895,-0.024488959,-0.141531845,-0.114158643,0.29393481,0.046351433,-0.094548466,0.131413375,-0.026963528,-0.210815092,-0.207510079,-0.117187709,-0.109613667,-0.208622732,-0.074674261,-0.13171061,-0.107219002,0.008384141,-0.062329635,-0.093928392,-0.028238121,0.343495902,-0.134902004,-0.131530528,-0.048884849,-0.14621298,-0.11796546,-0.068264679,-0.022931195,0.260032837,-0.237109409,-0.197241188,-0.027729557,-0.069418084,-0.364431143,-0.034145864,0.043009132,-0.22600082
PI656120,-1.14E-04,-0.146234964,-0.188555765,0.122797297,0.226322787,0.01640607,0.00579465,-0.036954342,-0.047064361,-0.245324411,0.257244686,-0.064491115,0.058524863,-0.130727291,-0.045752962,-0.052168352,-0.06529394,-0.067648509,-0.160697133,-0.061056448,0.208837671,0.022312311,-0.036312934,-0.058307017,-0.042372083,-0.267962122,-0.118677798,-0.273340474,0.13909653,-0.042524016,-0.130727308,-0.090807228,-0.048633531,-0.013811982,-0.077366047,-0.005916103,-0.062269459,-0.01561169,0.049218449,-0.010391367,0.033536852,-0.028586777,-0.27471897,-0.11867772,-0.006207798,-0.046210675,-0.06338761,-0.174046167,-0.030344444,0.05513623,-0.202090352,-0.018287723,-0.041411097,0.097644368,-0.005092448,-0.121870649,0.324515758,0.022446458,0.020807363,0.004395755,0.012594672,-0.093284131,0.389135221,0.050915753,-0.068656577,0.007850736,-0.04431408,-0.193713282,-0.202669645,-0.040476268,-0.055799895,-0.191194483,-0.036313688,0.226322831,0.123937171,0.052390892,-0.017137097,-0.066063579,0.032457641,0.348945921,-0.001447821,0.266910066,-0.013432297,0.019880802,0.037286526,-4.93E-04,0.007349067,-0.018725678,0.087152194,0.144558237,-0.013811997,-0.030688197,-0.234683778,-0.027999143,0.052900892,-0.162449563
PI656116,0.107085366,-0.162775493,-0.261286392,0.052840273,0.189769649,-0.147620183,-0.142489431,-0.053735894,0.021140971,-0.022897442,0.62417358,-0.170582409,0.15191484,-0.135794685,-0.037886428,-0.053126952,-0.069913164,-0.171392613,-0.102897162,-0.209502984,0.22351573,0.040861527,-0.050090057,-0.103031501,-0.037105692,-0.294420703,-0.086306789,-0.214681752,0.09898762,-0.03842487,-0.135794701,-0.095033898,-0.093026174,-0.031827895,0.054856095,0.024286239,-0.12987644,0.072705463,0.06306201,-0.044954993,0.036486604,-0.014043563,-0.215686931,-0.08630671,-0.096781302,-0.042249185,-0.069397588,-0.037582015,0.06167062,0.180230285,-0.255336381,-0.082980045,-0.044367186,0.044060264,-0.130963938,-0.182802762,0.35852767,-0.13521465,-0.140831335,0.021485396,-0.094004732,-0.111937042,0.577936679,0.16867966,-0.190673203,0.068505322,-0.041591761,-0.253373338,-0.255767159,-0.035639075,-0.089300728,-0.250322705,-0.131447447,0.189769633,-0.057031263,0.023943459,0.013593383,-0.184580344,0.118170919,0.607132979,-0.12201953,0.136499871,-0.049799514,0.041823778,-0.043580209,-0.010496048,0.026517356,-0.064606399,-0.272167665,0.033583096,-0.031827886,-0.051386122,-0.367667235,-0.066449585,0.143432062,0.087804212
PI595702,-0.137458268,-0.055582247,-0.189488223,-0.025212715,0.251990746,-0.071345557,-0.092986003,-0.039862689,-0.158305797,-0.025684079,0.484256298,-0.120340896,0.047521049,-0.159057286,-0.039495985,-0.091431728,-0.1061836,0.282815705,-0.225077622,-0.149450288,-0.074618704,0.053067634,-0.255708265,-0.082988823,-0.041892795,-0.208812518,-0.255220822,-0.283305005,0.054858756,-0.042285126,-0.159057303,-0.128963037,-0.057084406,-4.45E-04,-0.116121323,0.029601087,-0.022429412,-0.140976075,-0.087382652,-0.073794221,0.004375648,-0.013285857,-0.284752122,-0.25522074,-0.150802618,-0.04381318,-0.0363727,-0.319321563,-0.136934281,0.053521336,-0.215247024,-0.227947008,-0.170853117,0.086165237,-0.188015679,-0.127841999,-0.093149577,-0.118041128,-0.069708655,-0.018676005,0.022143709,-0.170511775,0.450099537,0.048170384,-0.072761232,0.051888375,0.04704681,-0.202763671,-0.215642335,-0.040390401,-0.113980153,-0.200740815,-0.11270704,0.251990773,-0.054257874,-0.072109862,-0.164696384,-0.077837926,0.350441211,0.469611315,-0.142281071,0.195118765,-0.01391836,-0.142307762,-0.096379154,-0.053608388,-0.021068097,0.042841915,-0.178879334,0.042978193,-4.45E-04,-0.029024524,-0.361418427,0.010288196,0.041913404,0.074814386
PI576337,-0.022223848,-0.165441654,0.300295727,-0.015781273,0.336822458,-0.029723761,-0.032767484,-0.011279556,0.006664395,-0.018894779,0.286414208,0.069772305,0.039088274,0.338659614,-0.035083613,0.04394026,0,-0.149581241,-0.18906031,-0.063104237,0.273931833,0.081857736,-0.019453231,0.46320277,-0.037929315,-0.335693794,-0.028553048,-0.277551892,-0.102170824,-0.036538261,0.338659564,0.082341223,-0.038127949,-0.033924561,-0.077495381,0.114195452,-0.075628253,-0.066076737,-0.099276928,0.014174789,-0.006294824,-0.021316001,-0.278959201,-0.028552991,-0.033769086,-0.040659504,-0.044829805,-0.055366642,0.030887893,0.042232386,0.247868359,-0.159150227,-0.013592284,0.163285184,-0.151598805,0.339994175,-0.133037871,-0.046260571,-0.023896068,-0.009744193,-0.00809468,-0.022722969,0.414978011,0.047781921,0.096806566,0.023026929,0.059757927,0.269977672,0.248971962,-0.032003241,-0.012265544,0.274596856,-0.010552928,0.336822423,-0.036056389,0.068665749,0.18438996,0.114366977,-0.024744066,0.465769879,0.053633171,0.392183087,-0.002046824,-0.003296881,-0.035123643,7.74E-04,-0.01099115,0.063417373,-0.269490769,-0.145711202,-0.033924527,-0.047135948,-0.009191345,0.002344216,0.041020544,-0.284407132
PI534139,-0.23719971,0.031286415,-0.122145509,0.057486084,0.219381981,0.179243218,0.209995894,0.036923105,0.016396913,-0.14887566,0.199711719,-0.150324957,0.078724071,0.11841574,-0.012243707,-0.079748328,-0.100643423,0.734929791,-0.083707688,-0.109340442,-0.106991786,0.103433351,-0.009667485,-0.044136194,-0.007616197,-0.355768046,-0.182328957,-0.335069867,-0.012808304,-0.007859353,0.118415668,-0.057372912,-0.026459059,-0.017186297,-0.046745081,0.392593305,0.018687043,-0.045247526,-0.111360209,0.002105041,0.100593085,-0.012418608,-0.336900104,-0.182328879,0.194568138,-0.022514336,-0.042890949,0.124108892,-0.130554403,0.057654904,-0.136910193,-0.03113015,-0.003716104,0.09492616,0.009950347,-0.07285328,0.116447358,0.16890722,0.17831515,0.030531075,-0.12780191,-0.152614435,0.372026183,0.05618676,-0.007897866,-0.229157699,0.064831259,-0.127945604,-0.13798434,-0.031730903,-0.123624758,-0.127008066,-0.035565994,0.219381921,-0.155449101,-0.003176139,0.226591398,-0.021378977,-0.048532433,0.421454323,-0.010687349,0.102772721,0.004415755,-0.165903037,-0.075166337,-0.044814044,0.031751606,-0.148570522,0.112272333,-0.166483841,-0.017186313,-0.031898348,-0.337355214,-0.003894215,0.073449704,-0.254018548
PI576347,-0.175047249,0.131879902,0.276487156,0.137042264,-0.240126778,0.359104398,0.354505047,0.069597384,0.072963094,0.090325829,0.24077483,0.168291622,0.125137077,0.587329365,0.024787287,0.126520872,0.095225562,-0.154902599,-0.206926302,0.036428494,0.233635047,0.101090542,0.01050231,0.42388731,0.029972936,0.314271898,0.105638843,-0.325917331,-0.019297274,0.029266303,0.587329349,0.239966188,0.021677153,0.02079678,0.033422883,0.411487794,0.043063061,-0.02142604,-0.036088147,0.144143184,0.007963461,-0.02220662,-0.327676432,0.105638859,0.257762787,0.020006868,0.019116331,-0.127988343,-0.132374162,0.151388104,0.239772268,0.210604307,-9.08E-05,0.049310534,0.459978749,0.313660958,0.222016707,0.333238384,0.350422296,-0.04507116,0.005930708,0.056807078,0.410537867,0.135876608,-0.017134346,-0.2346442,0.091508291,0.256447525,0.238062032,0.072951357,0.067219666,0.26012606,-0.009767181,-0.240126779,0.023355777,0.035711833,0.03463504,0.012635677,-0.147966477,0.445245309,0.026005371,-0.207066079,0.016461502,-0.097542421,-0.013838838,0.002478994,-0.061306833,-0.157929232,-0.246995724,-0.145537559,0.020796766,0.015083588,0.018932307,-0.007995273,0.113558915,-0.266725024
PI533841,-0.030223482,-0.090026975,-0.074819081,-0.035700397,-0.25119375,-0.043638743,-0.055699795,0.055016856,-0.033000687,-0.014863075,0.104363867,0.066801119,0.009236469,-0.030372842,-0.021512542,0.063415175,0.01755754,-0.126811108,0.087786188,-0.108442601,-0.035136837,0.111613261,-0.007714082,0.068300027,-0.023795089,-0.093388388,-0.137356858,-0.2780995,-0.076112999,-0.024171447,-0.03037289,-4.80E-04,-0.042233653,-0.016157041,0.033396862,0.028177284,0.031120575,-0.12534425,-0.044356603,-0.038603265,-0.045473373,-0.026537245,-0.279510562,-0.137356808,-0.0989297,-0.027659795,-0.045436629,-0.213038004,-0.087482185,0.010963067,-0.101657907,-0.11219229,-0.016281396,-0.266059335,-0.115913366,-0.020045027,-0.056498149,-0.06770735,-0.040417623,0.014924806,0.005574759,0.03010557,0.29382387,0.014715164,-0.025864128,-0.063760611,0.07555884,-0.088609648,-0.102061058,-0.036989062,0.024407498,-0.085223509,-0.050737255,-0.251193752,-0.100538599,0.001985247,0.258664669,-0.024824114,-0.134251241,0.357443278,-0.175262435,-0.190706548,-0.072676763,-0.055804705,-0.055658442,-0.025054286,0.013562618,0.011328364,-0.3104404,-0.16844504,-0.016157008,-0.027165266,-0.40126974,-0.066081888,0.009739359,-0.276651786
PI656082,-0.272228139,-0.20327033,0.011293557,-0.047594975,9.05E-04,0.021336098,-3.11E-04,0.08991631,-0.134965105,-0.021455722,0.102928419,-0.096457442,-0.027027684,0.253099801,-0.010926356,0,-0.008311619,-0.142709493,-0.081102726,-0.048057225,-0.138580049,0.128558289,-0.144157185,0.033602907,-0.011969201,-0.312432758,0.082416926,-0.361434659,0.132965423,-0.011151006,0.253099785,0.049819788,-0.094485018,0.002748211,-0.171049947,0.173019178,0.027158229,-0.154131661,-0.121258208,-0.011315711,-0.057408783,-0.031568477,-0.363478424,0.082417081,-0.07964816,-0.022118912,-0.088405735,-0.190829587,-0.135632665,-0.031929741,-0.052685747,-0.159975606,-0.105363585,-0.108357968,-0.151570337,0.041721368,-0.149097276,0.012779664,0.019373103,-0.032576474,0.00742452,-0.168695565,0.258857431,-0.034892659,0.012728596,-0.10529775,0.071010372,-0.026703349,-0.054079834,-0.033385455,-0.068542927,-0.026408423,-0.034755445,9.05E-04,-0.164109628,0.012513597,-0.136256609,0.023832559,0.137506889,0.337273073,-0.117583994,0.013289553,0.020175573,-0.114693418,-0.099913122,-0.051045892,-0.04126106,-0.123793198,0.248865965,-0.180488632,0.002748196,-0.023664765,-0.109992574,0.018926552,-0.031832359,-0.108242132
PI655983,0.156648435,-0.10152225,0.061785394,0.003279495,0.291321789,-0.04544161,-0.064386886,0.11299888,-0.026138811,0.084193422,0.151708295,-4.39E-05,0.160638082,0.02936637,0.023451658,-0.027556308,-0.030579801,-0.139679484,0.009371676,0.00295997,-0.087196046,0.111564441,-0.145077737,0.221671389,0.024240904,-0.334821106,-0.24831333,-0.301468936,-0.334368656,0.024113069,0.029366286,-0.0261851,0.047088659,0.036464175,0.093025447,-0.047486345,0.082072974,-0.099844893,-0.107826925,0.15117219,0.03067561,-0.022142159,-0.30304528,-0.248313268,-0.121206722,0.024988503,0.031668169,-0.089086039,0.014220717,0.197862926,0.019653125,-0.051556025,-0.050912916,0.141891556,-0.034689338,0.110118973,-0.055864042,-0.084474056,-0.046910108,0.092305172,-0.104972233,-0.054223996,0.193766162,0.177860556,0.03370476,-0.031258107,0.147426621,0.038033734,0.018005002,0.058382688,-0.020483289,0.042415705,0.019479517,0.2913218,-0.083837689,0.006607498,0.042641416,0.032575872,-0.025998238,0.315673302,0.020061232,0.324352295,0.055896634,-0.028962134,0.027865964,0.074632655,0.093577325,-0.119460611,-0.405614078,0.051325811,0.036464248,0.036091605,0.044098547,0.041562264,0.146347167,-0.299805306
PI561073,-0.215666963,-0.173500389,0.25116433,-0.182685553,-0.279647427,-0.119241069,-0.111113344,0.013400372,-0.07541735,-0.078537872,0.188529242,-0.017079461,-0.011731915,0.506905776,-0.026328135,0.018069825,-0.02490468,-0.137750142,0.059721456,-0.114481666,0.34971772,0.128477758,-0.141462802,0.553061298,-0.029738775,-0.34227708,-0.239288653,-0.304909351,-0.231761675,-0.02902115,0.506905805,0.138186641,-0.074254516,-0.069567791,-0.171589531,0.479450534,1.447132823,-0.172117889,-0.149777065,-0.055635769,-0.058498667,-0.045893141,-0.30651079,-0.239288613,-0.104358481,-0.035541234,-0.095193216,0.606517862,-0.140479453,-0.009959136,0.267731562,-0.204765489,-0.131034279,-0.31365555,-0.191891641,0.319977362,-0.089759942,-0.105278211,-0.126914189,-0.053128266,-0.083081691,-0.121686071,0.444942525,-0.013939146,0.081687537,-0.121363544,1.508229934,0.266908168,0.26743495,-0.094436281,-0.055475442,0.275598574,-0.032074775,-0.27964743,-0.07546944,0.050073432,-0.058746325,-0.114302513,-0.227720533,0.475465608,-0.153459414,-0.240459229,-0.034872178,-0.173271446,-0.109945585,-0.059544302,-0.054013322,-0.082338044,-0.444860506,-0.229188815,-0.069567812,-0.112883549,-0.061874724,0.003822872,-0.016780063,-0.197266406
PI656052,0.126905318,0.108321843,-0.033567434,-0.183381413,-0.284179605,0.060790467,0.068178771,0.088497393,0.090942449,0.061621027,0.17420102,-0.032346724,0.122242686,-0.030617775,0.019259901,0.030383009,0.010720091,0.352322071,-0.113704526,-0.023984096,-0.223456691,0.094555322,0.016862081,0.022309269,0.016755661,0.163632433,-0.189292057,-0.263434764,-0.040183876,0.016897101,-0.030617822,-0.004656443,0.066892407,0.065683702,0.087245425,0.120092134,0.094997214,0.243530585,-0.053492182,0.155608219,0.036889916,0.033995078,-0.264746682,-0.189291944,0.106012634,0.030245348,0.058453089,-0.083199842,0.296233847,0.138096479,-0.053163898,0.118662165,0.060095397,-0.141980054,0.186046071,0.003900294,0.265826609,0.098391482,0.060935308,0.116456169,0.101675419,-0.019568178,0.420598675,0.120210037,0.051240662,0.136055342,0.157217633,-0.04252253,-0.054366588,0.0420631,-0.039320736,-0.041986828,-0.007148387,-0.284179608,-0.128907825,-0.056107115,0.015725026,0.054088585,-0.003761766,0.479538219,-0.023782583,-0.248554982,0.012891918,0.019402442,0.093129524,0.094475559,0.116690373,0.445970525,-0.35697466,-0.020602382,0.06568371,0.070568803,0.073871937,0.010938084,0.108084151,-0.149451751
PI533940,0.416165165,0.183655645,0.093855896,-0.026384187,0.572022589,-0.045995903,-0.030396091,0.083625085,0.19062779,0.085150526,0.475006238,0.112024558,0.287199024,0.278492103,0.049805553,0.130157831,0.177025436,0.329832375,0.147347178,0.264095602,0.1840447,0.086011791,0.184832636,0.276261827,0.052496094,-0.094520995,-0.066310232,0.150598716,-0.323431895,0.053179993,0.278492087,0.192701256,0.288664211,0.05775624,0.465981993,0.146759897,0.164593049,0.584942304,0.213308846,0.419270474,0.027473856,-0.002587904,0.151058647,-0.066310176,0.073837998,0.061958325,0.244049669,0.162512948,0.619649801,0.280997934,0.164844636,0.241492335,0.153328319,0.371412696,-0.144043075,0.144222476,0.075696269,-0.001600533,-0.049628555,0.330446771,-0.181371866,0.360974299,0.65445036,0.270729406,0.119995018,0.35385538,0.245915592,0.147514016,0.166060285,0.0698921,0.110606779,0.149981169,0.125725014,0.572022654,0.106320088,0.02694953,0.402668086,0.125635721,0.02105842,0.710033889,0.195686872,0.466420257,0.088841771,0.141833019,0.250709167,0.276901539,0.351160501,-0.053007754,-0.425635684,0.391653945,0.05775631,0.077769027,-0.125722819,0.136216827,0.276699453,-0.114519667
PI533902,0.078233051,-0.078666431,-0.069162582,-0.164311991,-0.332672378,0.093713547,0.071511452,0.070706824,0.066707597,0.089469327,0.04760199,-0.094988467,0.040754779,-0.038938459,0.048104743,-0.042329586,-0.07981942,0.091650178,-0.143190768,-0.060352711,0.050451132,0.050477818,0.1020988,0.063168663,0.043499672,0.395968659,0.101848455,-0.415803694,0.007076358,0.043260402,-0.038938467,-0.078297163,-0.001692943,0.052839644,-0.005575376,-0.016869981,0.102572092,-0.132596843,-0.130405507,0.077222228,-0.082951379,-0.012143537,-0.418331349,0.101848539,4.95E-05,0.034479097,0.007815028,-0.123606613,-0.103551725,0.04536612,-0.09912531,-0.099590866,0.062947492,-0.325188278,-0.131822977,-0.017673883,0.188049883,0.008244288,0.094687369,-0.059921427,0.070960714,-0.149968356,0.193822151,0.035765829,0.084837772,0.019511068,0.160966049,-0.085094271,-0.099944544,0.063672982,-0.215295789,-0.081772571,-0.180523015,-0.33267238,-0.030222991,-0.010437437,-0.05425518,0.080060079,0.175070794,0.212147016,-0.176618354,-0.271742355,-0.023226596,-0.031764408,0.023950898,0.028453535,-0.078729225,-0.005294446,-0.471689143,-0.041299743,0.052839735,0.047161956,-0.435913414,0.018844176,0.031742104,0.068269554
