,AEG(o-30:2),AEG(o-32:2),AEG(o-32:3),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Cer(24:1),DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,GalCer(d36:3),GalCer(d38:3),LPC(16:0),LPC(18:3),LPE(16:0),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6)
PI533788,0.009692189,0.066612521,-0.003377791,0.146265874,0.142027112,0.236134882,-0.268107361,-0.264436031,-0.075537691,0.003681319,-0.008949186,0.120678801,0.079622422,0.034635518,0.148910446,0.093600488,0.174102242,0.130842503,0.101988591,0.033589822,-0.02824176,0.106958598,0.097123133,0.124463219,0.066305153,0.150982373,0.299291619,0.105265049,-0.016440135,0.005764247,-0.269562942,0.099598951,0.139645752,0.060334906,0.097250909,0.093243017,0.068445709,0.066354699,0.065038656,0.085177838,0.021412983,0.160605265,-0.046205092,-0.199210391,0.217141903,0.05987883,0.265893063,0.25261358,0.063024224,0.287250922,0.080125126,-6.73E-04,0.101810275,0.163174728,0.170165356,0.152503712,0.343494188,0.171494158,0.290968288,0.170745278,0.104797651,0.09547675,0.040064894,0.170919954,0.133223536,0.071577694,0.255235341,0.023752555,0.109568103,0.032155021,-0.038425057,0.27173009,0.276814276,0.160336017,0.066354644,0.091898749,0.06106037,0.09949621,0.176910225,0.17710167,0.03361587,0.093468751,0.28995898,0.149242727,0.161627383,0.132094657,0.147128697,0.138943055,0.153483409,0.069413213,0.080308691,0.126233922,0.073308865,0.120792989,0.236624824,0.129883578,0.239715636,0.280721053,0.196697252,-0.144733403,-0.085241388,0.04962759,0.401998649,0.431742462,0.3648912,0.392970451,0.391467764,0.320562291,0.430604461,0.084533846,0.186934388,0.242687911,0.396369595,0.118265853,0.143213752,0.356906924,0.563437423,0.13410074,0.183180187,0.311430726,0.323236676,0.23342974,0.092970064,0.344532092,0.19306719,-0.284920441,0.273517494,0.358854178,0.278242608,0.18661168,0.081572123,0.018738052,0.172927728,0.407724586,0.463000041,0.380289726,0.435335328,0.306131271,0.268552221,0.128289998,0.156731182,0.10145743,0.313102005,0.580759757,0.632708633,0.417631481,0.285428365,0.263676219,0.110546696,0.204969543,0.505711696,0.536060275,0.470366545,0.479805732,0.244987486,0.162282029,0.29515171,0.136188531,-0.088387134
PI533954,-0.039812004,0.116088189,-0.006109573,0.132569211,0.119003803,0.245772538,-0.349514552,-0.302256505,0.041929069,0.029228211,0.006367289,0.088402389,0.069147289,-0.039587374,0.225024333,0.067187666,0.151379229,0.146004522,0.082579022,0.013735843,0.170068114,0.132339743,0.044113515,0.078632716,0.074711952,0.045861437,0.059978314,0.04102661,-0.113841135,0.034116041,-0.15259671,0.067461618,0.096835976,0.08360414,0.065662166,0.209639205,0.211951114,0.123470723,0.03518907,0.078393504,0.009501237,0.112924162,0.078634825,-0.298351692,0.078592895,0.093089502,0.19629959,0.149216435,0.051433761,0.451814477,0.328588737,-0.231736021,0.132184231,0.0398742,0.104955838,0.12068542,0.046430481,0.079293296,0.06403035,0.07797695,-0.031347827,-0.04283702,0.00190604,0.119063251,0.025733303,0.101439759,0.088685361,-0.225010557,-0.046711984,-0.104036362,0.048649907,0.173127025,0.228136979,0.147816105,0.123470776,0.388304293,0.039584272,0.101954577,0.10615613,0.108957603,-0.092764902,0.019129337,0.06303819,0.059032128,0.006238024,-0.091675323,0.135042259,0.040208219,0.05617983,-0.002888431,0.013974477,0.071273047,-0.016093995,0.03616693,0.165874059,-8.08E-04,0.072717356,0.041114636,0.07072759,-0.21119114,-0.302435628,-0.034981009,0.17945221,0.284313251,0.223571052,0.185934552,0.144122851,0.251768244,0.30813541,0.232888151,0.101072317,0.104004129,0.277347751,0.251181112,0.060765125,0.267037158,0.457048147,0.19034949,0.136940015,0.087061806,0.186821233,0.078127984,-0.033617608,0.181139447,0.116361244,-0.324235922,0.099454547,0.181880856,0.126743113,0.071136783,-0.039871964,-0.140152233,-0.194051753,0.294982086,0.324611968,0.286279768,0.223458437,0.116670209,0.106134378,0.018640119,-0.074064107,-0.169578475,0.077203014,0.368638228,0.395121431,0.038061777,0.183087263,0.127192518,-0.035248529,-0.077700598,0.283076674,0.318753184,0.146037767,0.04072003,0.086374557,-0.116717367,0.178818462,0.028021667,-0.117795685
PI598070,0.698221374,0.068389257,-0.023130097,0.079691504,0.015718628,0.268227968,0.164190469,-0.182075954,-0.061154433,0.007552023,0.012674497,0.033959652,0.062304505,0.015136481,0.0731778,0.011752854,0.045218087,0.06751988,0.007377907,-0.01709641,-0.078876734,0.012307163,0.032812084,0.004073189,0.023107233,-0.045382915,0.048719472,-0.037672491,-0.163081569,0.12613269,-0.36883376,0.154514748,0.27901434,-0.053958134,-0.020562273,0.166148372,0.066411979,0.080098428,0.035344991,0.016853756,-0.019023498,0.061873682,-0.039650382,0.039608903,0.083381,0.030998004,0.09486237,0.079312889,-0.025210054,0.307294242,0.132549072,-0.125715976,-0.094775971,-0.041489116,-0.027766564,0.001330287,0.103101892,0.072416694,-0.009479239,0.070346883,0.015006217,-0.023710749,-0.020862654,0.019354329,-0.056152378,0.031766507,0.122888011,-0.134254417,0.299820499,0.056829432,-3.12E-04,0.058335222,0.018365502,0.1623425,0.080098375,0.074856692,0.045249634,0.037869461,0.006561763,0.068518215,-0.104183097,-0.054936622,0.05593166,-0.022638469,-0.032784926,-0.090518668,-0.023297489,0.023438614,0.353336843,0.050750888,0.088371277,0.023935321,0.021940493,-0.00292858,0.033183469,-0.048129167,0.027455644,-0.003660686,-0.053781468,-0.002549269,-0.271741667,0.098966765,0.166892032,0.251726161,0.127399383,0.129255365,0.168190942,0.103851355,0.083833788,0.078551077,0.1118126,0.12147271,0.245446479,-0.114080031,0.066910872,0.373657605,0.368618353,0.16387931,0.035447575,-0.047300561,0.446137441,0.286810976,0.068236481,0.184845949,-0.100078967,-0.044773095,0.215225581,0.438500313,0.190360212,0.101263826,0.028461369,-0.042853292,-0.138655377,0.254460169,0.25565024,0.313319676,0.205431772,0.062318424,0.03919299,-0.024593956,-0.055457256,-0.123869458,0.060804573,0.34659171,0.305741928,0.046247411,-0.081278783,0.005836308,-0.09147433,-0.104906698,0.254662902,0.332322484,0.056518489,0.14815833,0.216821234,0.275822346,0.249726854,0.16414103,-0.047956326
PI655999,-0.019106712,0.05718779,-0.013455708,0.032227379,0.058309307,0.211535563,-0.283705165,-0.278021359,-0.00263715,-0.105463877,-0.076992848,-0.037734188,-0.053843996,-0.123712516,0.001650467,-0.087190056,-0.004179272,0.012862374,0,-0.072409007,-0.083581282,-0.034304911,-0.055716424,0.025138937,-0.059977296,-0.05768719,-0.01254442,-0.005261655,-0.146818762,-0.068503777,-0.347431495,-0.054676239,0.017962422,-0.042190644,-0.063086863,-0.018528753,-0.006690555,-0.101306362,-0.091547074,-0.030785468,-0.104377206,-0.028443659,-0.004254818,-0.190826661,-0.193512668,-0.028731578,-0.02279247,-0.013390797,0.011526807,0.271194908,0.035765484,-0.053997401,0,-0.007128177,-0.019706499,-0.036229095,0.034269517,-0.012325768,-0.034290368,-0.021280182,-0.001409126,-0.067583164,-0.113209925,0.037974202,-0.015541105,0.059820907,0.043184192,-0.07025535,-0.06441391,-0.098734791,0.116939457,0.135908327,0.026765031,0.009120726,-0.101306359,1.99E-04,-0.092213221,0.069219631,0.021229353,0.062245928,-0.106539319,-0.042953687,-0.004793433,0.029095735,0.039496838,-0.028532351,0.065712575,0.033237224,0.081666486,-6.75E-04,0.044279528,-0.010736667,0.017488218,0.052360108,0.116008893,-1.32E-05,0.043904185,0.059950743,0.06184682,-0.261788371,-0.29572597,-0.036064796,0.005078895,0.1562941,0.026756136,0.008476889,-0.008153189,-0.013334934,0.068647748,0.05864107,-0.088040968,-0.098713932,0.029115337,-0.012987989,-0.082466384,0.019649957,0.128342392,0.026507678,0.110913016,-0.032372053,0.048378879,-0.040207685,-0.102114115,0,-0.08975,-0.116389179,-0.098175907,0.081266947,-0.034153473,-0.053522687,-0.099453141,-0.147168414,-0.086295705,0.005031851,0.153560619,0.164195278,0.062477834,-0.041922401,5.97E-04,-0.019472189,-0.04707591,-0.131148311,0.031340451,0.116743445,0.179557883,-0.037938964,0.030887285,0.015812107,-0.07035412,-0.062904438,0.098080275,0.094629991,5.74E-04,0.013297546,0.03102164,-0.098378352,-0.014546149,-0.064800228,-0.096170592
PI576401,0.412589542,-0.012527171,-0.008439538,-0.009984631,0.009793146,0.207806527,-0.091875455,-0.135020813,-0.028959487,0.06628703,0.027798901,0.08754379,0.052069713,0.048282205,-0.146551329,0.086861295,0.150897707,0.03955594,0.03456213,-0.004931966,0.080123044,0.143347557,0.046113398,-0.001465105,0.06935547,-0.004852026,0.12738331,0.004211022,0.015940716,-0.012750414,0.053264239,0.294138888,5.84E-04,0.065923263,0.051621249,-0.063363685,-0.087659918,-0.019903277,0.060195222,-0.025544954,0.032710593,0.065686009,-0.015153257,-0.128590431,0.121618233,-0.085236998,0.015309527,0.092292492,-0.023439406,0.008168943,-0.003312238,-0.089446829,-0.050136293,-0.01354204,0.060341514,0.057280329,0.035335144,0.009996137,0.150353047,0.007239388,-0.071720631,0.048602953,0.026796903,0.062297332,0.058607265,-0.055554925,0.083127205,-0.08375973,0.166068625,0.02277768,0.063909764,0.06291598,0.096917013,0.176434298,-0.019903274,0.028872877,0.064871995,0.012071154,0.069689799,0.075262597,-0.043703147,-0.003851489,0.010780836,0.024474915,0.031413324,0.031520646,-0.012695601,0.015830182,0.07811743,-0.289093218,-0.125655065,0.005641466,-0.09990782,-0.130143891,-0.190331926,-0.09500997,-0.006011322,-0.051576825,-0.112827212,-0.07855281,-0.020625725,0.470704046,0.49111915,0.569684098,0.484518989,0.441179225,0.466495265,0.525057422,0.566933301,0.766076452,0.338980046,0.446122321,0.470409519,0.062921272,0.208750235,0.480803954,0.558210141,0.520287075,0.167423051,-0.201378047,0.419629143,0.393049774,0.371985111,0.489307958,0.382381156,0.301096304,0.394613427,0.470596709,0.453437703,0.346780305,0.249138995,0.217100018,0.313100644,0.525193279,0.556533882,0.685416538,0.534552519,0.40951757,0.30322053,0.132140581,0.185928931,0.130036821,0.269763675,0.601179827,0.839198306,0.652198599,0.339421489,0.274263403,0.256876305,0.187917462,0.764548058,0.598553626,0.56579322,0.532394174,0.867172041,0.666899793,0.637351089,0.674421562,0.676676413
PI655982,-0.016226287,-0.047965641,-0.07430733,6.69E-04,-0.039497447,0.153150036,-0.348248369,-0.183666696,-0.031879729,0.003663692,-0.017173115,-0.006500248,0.043316732,-0.080047803,-0.026061707,-0.039504408,0.079138365,0.064974237,-0.003270618,-0.081781858,0.018098237,0.00348754,0.059432382,6.90E-04,-0.003463117,-0.092319597,-0.025883661,-0.040710269,0.02056023,-0.038862465,-0.303610846,0.246824535,0.393173807,0.01151371,-0.017178945,-0.069487953,-0.1956373,-0.181479442,-0.019595104,0.011949254,-0.00518886,0.040167005,-0.023932326,-0.066520276,0.109792401,0.024065593,0.084518718,0.037233614,-0.021983168,0.369231828,0.013833666,-0.167009809,0.050659299,-0.018345365,-0.092757122,0.044407823,0.088644329,0.025345386,0.098192674,0.018474491,-0.081278931,-0.100734902,-0.084433498,0.052431818,-0.012409264,0.031011513,0.037543985,-0.172962935,-0.082082059,-0.091155052,0.126099942,0.046988937,0.069765287,0.097257628,-0.181479478,-0.079539101,-0.063675702,0.097747375,0.028002988,0.051648173,-0.118259162,-0.065613862,0.04952668,-0.00142295,-0.058488825,-0.150240759,-0.024836769,-0.042755209,0.001687852,-0.009777973,0.04029486,0.064194792,0.043640847,-0.00835139,-0.058621086,-0.081048757,0.010406739,-0.01128101,-0.007776321,-0.183674592,-0.270935495,-0.015076805,-0.017199737,0.156896591,0.043752991,0.083647879,0.066153592,0.010606894,0.079347794,0.248258478,-0.008732313,-0.026494967,0.099168954,-0.111303274,-0.025572252,0.052005947,0.091285201,-0.013133579,-0.013460183,-0.252867827,0.067128045,0.012286059,-0.032232799,0.036399524,0.040136087,-0.349495896,0.010784515,0.061295418,0.070664329,0.084626298,0.008164845,-0.107753543,-0.040410184,0.080348828,0.090924635,0.183467366,0.115218889,0.053252647,0.141196456,0.06873246,-0.004508955,-0.142273041,-0.038550552,0.110315606,0.162275123,0.070410867,0.161333718,0.111572502,0.004427681,-0.027642159,0.112707835,0.090951393,4.91E-04,-0.013495651,0.107127294,-0.119473639,0.067821507,0.138964756,-0.053002111
PI656021,0.683398425,0.086421721,-0.006044605,0.005565665,0.029849922,0.077853567,-0.302256833,-0.238040785,0.007495588,0.071255477,0.03143497,0.095588252,0.142184625,0.1553966,0.325194313,0.055359943,0.088410776,0.105277855,0.213537352,0.135893136,0.03436112,0.307107861,0.187639737,0.106949467,0.090462861,0.030048044,0.131029945,0.027244986,0.018130742,-0.129863026,-0.143107078,-0.039778195,-0.030346642,0.090654085,0.14570527,-0.005350261,-0.010879349,-0.197931245,0.083079722,0.131731201,0.036306385,0.171914098,0.023838487,-0.103132307,0.447823993,0.142315952,0.219399082,0.220172906,0.009770874,0.20592895,0.037532655,0.026383148,0.156487304,0.004978626,0.029525721,0.07915257,-0.011424299,-0.0950695,0.190916743,-0.11117867,0.073433567,0.076592971,-0.156815131,0.043147837,0.005965674,0.013108056,0.13730913,0.016798047,0.23418883,0.023680591,0.042170738,0.074392518,0.164652117,0.093555085,-0.19793124,-0.063151382,0.08701527,0.03567531,0.058113744,0.112014289,0.002408907,-0.013715867,0.003321298,0.012891953,0.040422676,0.058190089,0.014974704,0.094318738,-0.005907328,-0.208142385,-0.036985911,0.088808779,-0.063730714,-0.110513018,-0.148487726,-0.124527084,-0.04630734,-0.073729017,-0.119534433,-0.278103779,-0.258920154,-0.110721577,0.027340884,0.086022569,0.063441548,-0.015592171,0.003168065,-0.150199423,0.016653661,0.144486544,0.038261784,0.026493179,0.093161618,-0.148588266,0.053925244,-0.05291084,-0.023164576,-0.002396519,-0.114262356,-0.267655171,0.164379974,0.142520543,0.130580522,0.45782926,0.292164351,0.16929949,0.064229222,0.17018184,0.202237455,0.223496258,0.244318074,0.200725854,0.425815475,0.19753851,0.157673213,0.261002127,0.20644261,0.183433622,0.237972853,0.162973238,0.276476241,0.237897412,0.039810985,0.322242534,0.495583331,0.416025392,0.326033434,0.172687935,0.168705877,0.297486198,0.217061504,0.283237581,0.377982324,0.325234581,0.441592072,0.370507535,0.337020263,0.286256516,0.388624796
PI656028,0.207311054,-0.108859396,-0.087395551,-0.117207321,-0.052153664,0.106606618,-0.020700775,0.317753209,-0.067746278,-0.071507619,-0.051712775,-0.092303887,-0.117284364,-0.117985526,-0.282237305,-0.098055536,-0.052402098,-0.081049441,-0.082708864,-0.103496451,-0.188308822,-0.105705731,-0.117999595,-0.105640396,-0.089282328,-0.096596222,-0.126994623,-0.054932937,0.018292805,-0.155916042,0.061363808,-0.018740857,-0.006584172,-0.073074584,-0.080733884,-0.146948788,-0.059403556,-0.284817019,-0.110424495,-0.138579826,-0.078398152,-0.095881276,-0.067937869,-0.114250847,-0.162307985,-0.122726027,-0.097599985,-0.07940317,-0.073018654,-0.180651933,-0.046578089,-0.068925582,-0.071894169,-0.199863062,-0.048045529,-0.025182743,-0.103006721,-0.096816293,-0.160101707,-0.095785225,0,-0.054486145,-0.215010833,-0.054158059,-0.046737475,-0.06414293,-0.128831079,-0.067072922,0.008059905,-0.182287169,-0.090458197,-0.097674,-0.251593899,-0.090544724,-0.284816965,0.021063046,-0.151936504,-0.010073344,-0.033188164,-0.046310022,0.030055959,-0.041091292,-0.069929825,-0.03452529,-0.00552835,0.022592924,-0.075381392,-0.109536863,-0.115869103,-0.237279555,-0.143919697,-0.200950929,-0.11912646,-0.110810927,-0.093070779,-0.071340155,-0.108423858,-0.12799443,-0.090416003,0.300925865,0.378970658,0.36154739,0.175126284,0.135262068,0.075392985,-0.059452397,-0.006670174,0.055391404,-0.106672077,-0.095618468,-0.177340102,-0.167449703,-0.029817251,-0.083301806,-0.108567913,-0.408257021,-0.439041365,-0.204876985,-0.053528938,-0.223011,-0.201277725,-0.132706212,-0.138898903,-0.045673014,-0.044241555,-0.443665382,-0.135555779,-0.109006022,-0.090973842,-0.084300239,-0.119434681,-0.112619094,0.094242441,-0.175497785,-0.236417398,-0.105376114,-0.085832985,-0.053428698,-0.063591205,-0.068696795,-0.007544212,-0.02916643,-0.040687063,-0.146899841,0.002220668,-0.034216344,-0.048847409,-0.083050602,-0.112188179,-0.024009952,-0.18411608,-0.135475502,-0.099452076,-0.096450992,0.125796143,-0.157992485,0.075930798,0.066910127,0.038736539
PI656008,0.005276179,-0.01584595,0.001906698,0.034003541,0.046233188,0.410153714,-0.394865998,0.438691576,-0.026875844,-0.024872531,-0.005042703,0.002338272,-0.044185596,-0.127891465,-0.192882309,0.003658772,0.035075819,0.016522533,-0.03707485,-0.08893345,-0.174914968,0.033893346,0.025163232,-0.053676317,0.088851162,-0.031707642,0,-0.025098772,0.125515782,-0.087619531,0.009863396,-0.036270517,0.053283113,-0.031286234,-0.060610328,-0.10250644,0.033410857,-0.2835596,-0.032564939,-0.054553793,-0.02586477,-0.001946012,-0.016795482,-0.210598335,-0.145140355,-0.079040142,0.022158891,0.031610524,-0.040152003,0.174540223,0.083257582,-0.063626644,0.136061965,-0.085681777,-0.072960177,0.031786024,0.037912533,-0.075722933,-0.130073186,-0.079664434,-0.191529592,-0.086613444,-0.154819191,0.048782275,-0.044468,-0.092693518,-0.170694228,-0.068788179,0.002577908,-0.010172816,-0.029344386,0.024105116,-0.132055784,0.050441118,-0.283559571,0.073536506,-0.012464244,0.084656193,-4.96E-04,0,-0.04688,-0.001538268,0.002612678,-0.013053276,-0.059202763,-0.134530672,-0.023903913,-0.07152657,-0.094508783,-0.183224779,-0.006970358,-0.022266137,0.016183847,-0.017854554,0.099309192,0.027569251,0.026064186,0.019515828,0.036602889,0.392945144,0.452886015,0.507114786,0.520326755,0.41244497,0.370938405,0.26804352,0.208143126,0.087697272,0.113457272,0.128721544,-0.018602552,-0.190064195,0.026752313,-0.190628171,-0.012147202,-0.221544306,-0.537067183,-0.169836852,0.064244354,0.057491615,-0.114729274,-0.033890153,-0.04833957,2.66E-04,-0.098961322,-0.264054399,-0.018723014,-0.025414212,0.007109954,0.050435626,0.012797937,-0.073204776,-0.045169399,-0.01589879,-0.022909726,0.103624882,0.105523803,0.0789062,0.096226023,0.022059315,-0.003424824,-0.119845254,-0.027756082,-0.040626175,0.201377252,0.073739856,0.212412391,0.084481625,-0.006447652,-0.011099393,-0.083422447,0.081042724,-0.093458746,-0.056515411,0.106228923,0.403457961,0.024466173,0.085375015,-0.048752357
PI576348,0.461179207,-0.045120112,0.003404842,0.023920356,0.047212581,0.302496493,-0.011697658,0.434221307,0.019465431,-0.016099411,0.008963025,0.027496153,-0.029293321,-0.037887733,-0.212505398,-0.035651372,0.001364546,-0.009849891,-0.01958517,0.063026674,-0.142981495,0.071674711,4.19E-04,-0.008627005,-0.043079168,-0.035079843,-0.02712681,0.026114353,0.075215122,-0.130025178,-0.069334642,0.489189171,0.565659986,-0.011580025,-0.010827734,-0.047136392,0.004722271,-0.352752457,0.016831989,-0.026528989,0.005823317,-0.005288996,0.009542288,-0.167808937,0.092892217,9.12E-05,-0.008678344,-0.028270417,0.00502864,0.124257484,-0.013178952,0.114019117,-0.115552902,-0.088288902,-0.001451512,0.064093022,0.103860252,0.00371179,0.075177742,0.002077767,0.028514908,0.006228625,0.152818629,0.015460833,0.031263629,0.027124958,-0.040513799,0.096197529,0.168522759,0.045975505,-0.047312284,0.032868433,-0.044786267,0.184868221,-0.352752467,-0.018817453,0.019664002,0.141551796,0.068014492,0.07274233,0.088301096,0.0284185,0.100278508,0.060995838,0.075105565,0.0664018,-0.008482719,-0.006841927,0.061385576,-0.016106537,0.092451252,0.096306674,-0.001213754,0.033057581,0.028763257,-0.005683628,0.020044662,0.00760751,0.065390333,0.41911918,0.482953026,0.434986876,0.146391149,0.171770378,0.169971363,0.121949694,0.112543704,0.07219626,-0.046363179,-0.094786399,0.018981742,0.049535556,0.050635117,0.060134698,0.033121652,-0.085602638,-0.138821454,0.118907344,-0.140088725,0.05318588,0.016782243,0.158201281,0.269566849,0.058206681,0.166991555,0.169679416,0.039525377,0.001477629,0.11323806,0.136340451,0.144771132,0.117067395,0.147831909,0.178427868,-0.018149167,0.05124665,0.072583138,0.069484852,0.029843001,-0.046835949,-0.031541647,-0.086806802,0.266085134,0.452295915,0.590034449,0.466396178,0.43477203,0.020312324,0.068380176,-0.037941084,0.212189137,0.528479762,0.681758615,0.549370076,0.982486829,0.740770218,0.704428217,0.794641511,0.814476324
PI656062,0.019385891,-0.093214573,-0.035965257,-0.047360056,-0.050293529,0.046846144,-0.352184445,0.412747133,-0.067752629,-0.004773894,0.002124631,-0.059169745,-0.163156051,-0.188454094,-0.299480495,-0.143546023,-0.064388762,-0.120108627,-0.140393028,-0.195623565,-0.2132661,-0.105275568,-0.146636032,-0.098128637,-0.147394122,-0.120618447,-0.132679638,-0.055232976,-0.050614369,-0.119859014,-0.102320891,0.026575049,0.072272379,-0.109605181,-0.119415301,-0.084038898,-0.007022986,-0.300460991,-0.018099686,-0.140308974,0.010716772,-0.129179084,-0.066151479,0.02776116,-0.181861678,-0.14147932,-0.114912412,-0.117097812,-0.067236094,0.093322186,-0.041046975,0.008032552,-0.005565829,-0.123414188,-0.140358347,-0.065687578,0.076913651,-0.054250993,0.03449979,-0.052773247,-0.204927391,-0.054119202,-0.042067282,0.007436216,-0.002807906,-0.134454125,-0.157837698,0.00633172,-0.035395743,-0.212204011,-0.155847689,-0.079677822,-0.044469425,-0.105144217,-0.300460959,-0.082659201,-0.016834208,0.11318454,-0.040486757,-0.077654533,-0.060784308,-0.068655246,0.032885288,-0.069288716,-0.043509914,-0.033834284,-0.048850774,-0.006448948,-0.082867544,-0.068988743,0.012640321,0.028266296,0.040121006,0.003184519,0.026409316,-0.001773703,-0.011939892,-0.040846676,0.022581205,0.355482337,0.396932182,0.234425743,0.056230239,0.006464905,0.006926705,-0.014613817,-0.084840392,0.014857349,-0.15202489,-0.140699748,-0.060065646,-0.16072612,-0.083672489,-0.124634668,-0.057586763,-0.381141684,-0.470730576,-0.152623943,-0.166950349,-0.329812371,-0.22312809,-0.179342853,-0.242595143,-0.169915667,-0.220331304,-0.257333538,-0.125437466,-0.153736587,-0.124412142,-0.122480596,-0.159008482,-0.169568171,-0.135478886,-0.157340916,-0.262341779,-0.176423253,-0.126438495,-0.077726295,-0.081050085,-0.117771561,-0.11392223,-0.154819245,-0.041406693,-0.199046685,-0.004072752,-0.035387553,-0.099940717,-0.103228297,-0.182353434,-0.239355659,-0.064876049,-0.156671881,-0.111229732,-0.128887499,0.059967092,-0.122886845,-0.036446549,-0.018870759,-0.098404264
PI152651,0.041961995,0.103058484,0.026126047,0.036729516,0.150816124,0.370071384,-0.112876363,0.308721155,0.023220183,-0.021576473,0.001547498,0.082740439,-0.027503745,-0.012781665,0.09616235,-0.033561817,0.044900556,-0.008971459,-6.30E-05,-0.055603391,-0.076878737,0.035154032,-0.021992415,0.056592912,-0.034609372,0.038700043,-0.077132783,0.028292777,0.112905312,-0.044335423,-0.166827491,0.065357508,0.114244881,-0.017290265,0.026171195,-0.033038947,-0.020484714,-0.168813805,0.018365334,8.17E-06,0.003440607,-0.010960989,0.030220304,-0.091581506,0.021299281,0.063078097,0.00255579,-0.02721437,0.017822021,-0.24100277,-0.062938311,0.134323933,0.090897464,-0.22538585,0.036416284,-0.018306643,0.16050668,0.013776859,-0.021078322,0.009147911,0.041356289,-0.022691924,-0.024749788,0.07578936,0.032690996,0.049020441,-0.041709992,0.107448951,0.113299534,0.024999481,0.011450263,0.01428998,0.030364332,0.10855683,-0.1688138,-0.144060607,0.024132367,0.005306418,0.058722729,0.034257935,0.085456863,0.025925603,0.118090622,0.058333554,0.085581793,0.096084888,0.100289185,0.082558828,0.151469042,-0.062256009,0.03937786,0.031848303,-0.076268081,0.096188745,0.133864104,0.074474408,0.020376085,-0.022541066,0.127590864,0.339788733,0.436855508,0.208242233,0.041481027,0,0.004943883,0.019734955,-0.005285961,-0.165436693,-0.149826696,-0.021837142,-0.005773387,-0.031332329,-0.006125673,0.404131384,0.025112327,-0.33719239,-0.195558644,0.027672705,0.157177315,0.327198899,-0.096409901,-0.017414363,0.026900423,-0.003614386,0.112594108,0.002726957,-0.017315158,-0.06665591,0.001692425,0.033818493,0.038905124,0.059158143,0.039375384,-0.004492868,-0.162781974,0.026193179,-0.02302907,0.047207748,0,-0.024586488,-0.001703096,-0.012240493,0.307249993,0.108072782,0.024505372,0.089589591,0.111761853,-0.023281809,-0.115215409,-0.005045169,-0.027859753,-0.062567659,0.091428822,-0.031930462,0.477108865,-0.040454767,0.204309373,0.263306259,0.223483241
